Sweep #,Time,Chan 101 (C),Chan 102 (C),Chan 103 (C),Chan 104 (C),Chan 105 (C)
24,03/22/2024 01:27:16.103,+6.27246442E+01,+6.24879732E+01,+6.31560087E+01,+6.30755037E+01,+6.36805355E+01
25,03/22/2024 01:27:26.084,+6.28444678E+01,+6.26014071E+01,+6.32871997E+01,+6.32043629E+01,+6.38487280E+01
26,03/22/2024 01:27:36.083,+6.29310122E+01,+6.26990984E+01,+6.33539207E+01,+6.32899478E+01,+6.38966550E+01
27,03/22/2024 01:27:46.100,+6.29769643E+01,+6.27551525E+01,+6.34276635E+01,+6.33718298E+01,+6.40054973E+01
28,03/22/2024 01:27:56.091,+6.30675398E+01,+6.28329816E+01,+6.35038345E+01,+6.34339542E+01,+6.40877415E+01
29,03/22/2024 01:28:06.114,+6.31659497E+01,+6.29207207E+01,+6.36041052E+01,+6.35302003E+01,+6.42172138E+01
30,03/22/2024 01:28:16.084,+6.32187209E+01,+6.29859617E+01,+6.36299828E+01,+6.35956520E+01,+6.42275505E+01
31,03/22/2024 01:28:26.083,+6.32805014E+01,+6.30419406E+01,+6.36868940E+01,+6.36380236E+01,+6.43534646E+01
32,03/22/2024 01:28:36.083,+6.33621052E+01,+6.31029022E+01,+6.37266570E+01,+6.36533863E+01,+6.44129881E+01
33,03/22/2024 01:28:46.083,+6.34222262E+01,+6.31797007E+01,+6.38109319E+01,+6.37522451E+01,+6.44634816E+01
34,03/22/2024 01:28:56.113,+6.34513818E+01,+6.32135479E+01,+6.38366535E+01,+6.37479412E+01,+6.45331956E+01
35,03/22/2024 01:29:06.083,+6.35093327E+01,+6.32792599E+01,+6.38880125E+01,+6.38452667E+01,+6.45738906E+01
36,03/22/2024 01:29:16.124,+6.35938998E+01,+6.33689061E+01,+6.39844592E+01,+6.39080007E+01,+6.45974136E+01
37,03/22/2024 01:29:26.083,+6.36151117E+01,+6.33736897E+01,+6.40259264E+01,+6.39527908E+01,+6.46931165E+01
38,03/22/2024 01:29:36.128,+6.36373825E+01,+6.33919122E+01,+6.40049217E+01,+6.39556925E+01,+6.46736254E+01
39,03/22/2024 01:29:46.104,+6.36698756E+01,+6.34415172E+01,+6.40389662E+01,+6.40078329E+01,+6.47055606E+01
40,03/22/2024 01:29:56.084,+6.37088649E+01,+6.34550359E+01,+6.40679558E+01,+6.40023264E+01,+6.47877186E+01
41,03/22/2024 01:30:06.083,+6.37730694E+01,+6.35236267E+01,+6.41502582E+01,+6.41044562E+01,+6.48267536E+01
42,03/22/2024 01:30:16.126,+6.37523385E+01,+6.35076983E+01,+6.41006177E+01,+6.40381926E+01,+6.48560980E+01
43,03/22/2024 01:30:26.084,+6.38206454E+01,+6.35741621E+01,+6.41806830E+01,+6.41369059E+01,+6.48639639E+01
44,03/22/2024 01:30:36.108,+6.38595850E+01,+6.36015728E+01,+6.42003228E+01,+6.41476737E+01,+6.48893853E+01
45,03/22/2024 01:30:46.084,+6.38678992E+01,+6.36611134E+01,+6.42306866E+01,+6.42083373E+01,+6.48974574E+01
46,03/22/2024 01:30:56.122,+6.39046766E+01,+6.36512202E+01,+6.42270129E+01,+6.42035190E+01,+6.48899063E+01
47,03/22/2024 01:31:06.105,+6.38859805E+01,+6.36631065E+01,+6.42354329E+01,+6.42044592E+01,+6.48768527E+01
48,03/22/2024 01:31:16.136,+6.39361669E+01,+6.37141297E+01,+6.42862933E+01,+6.42475830E+01,+6.48756021E+01
49,03/22/2024 01:31:26.087,+6.39538218E+01,+6.37551715E+01,+6.43050551E+01,+6.42578796E+01,+6.48884562E+01
50,03/22/2024 01:31:36.083,+6.39489023E+01,+6.37450715E+01,+6.42775767E+01,+6.42417208E+01,+6.49281571E+01
51,03/22/2024 01:31:46.089,+6.39739750E+01,+6.37708877E+01,+6.42975347E+01,+6.42586206E+01,+6.49061822E+01
52,03/22/2024 01:31:56.093,+6.39725913E+01,+6.37813860E+01,+6.42932258E+01,+6.42483885E+01,+6.48951291E+01
53,03/22/2024 01:32:06.110,+6.39975244E+01,+6.38088213E+01,+6.42790297E+01,+6.42529055E+01,+6.48579720E+01
54,03/22/2024 01:32:16.127,+6.39939194E+01,+6.38173833E+01,+6.43010188E+01,+6.42624282E+01,+6.48918243E+01
55,03/22/2024 01:32:26.083,+6.40063348E+01,+6.38332088E+01,+6.43085349E+01,+6.42897775E+01,+6.48497911E+01
56,03/22/2024 01:32:36.085,+6.40366425E+01,+6.38448781E+01,+6.42969322E+01,+6.42725546E+01,+6.48525893E+01
57,03/22/2024 01:32:46.083,+6.40137374E+01,+6.38438742E+01,+6.42875097E+01,+6.42567057E+01,+6.47933201E+01
58,03/22/2024 01:32:56.127,+6.40204898E+01,+6.38754080E+01,+6.43335308E+01,+6.43177898E+01,+6.48053105E+01
59,03/22/2024 01:33:06.083,+6.40516072E+01,+6.39043114E+01,+6.43306999E+01,+6.42901774E+01,+6.48400393E+01
60,03/22/2024 01:33:16.084,+6.40422116E+01,+6.39134317E+01,+6.43207131E+01,+6.43057899E+01,+6.47896204E+01
61,03/22/2024 01:33:26.095,+6.40248382E+01,+6.39156980E+01,+6.43174677E+01,+6.42872787E+01,+6.47560489E+01
62,03/22/2024 01:33:36.083,+6.40338444E+01,+6.39210337E+01,+6.42993051E+01,+6.42845577E+01,+6.47097523E+01
63,03/22/2024 01:33:46.084,+6.40447494E+01,+6.39289788E+01,+6.42958880E+01,+6.42652571E+01,+6.47395322E+01
64,03/22/2024 01:33:56.090,+6.40527496E+01,+6.39503531E+01,+6.43131579E+01,+6.42887779E+01,+6.46836659E+01
65,03/22/2024 01:34:06.084,+6.40309275E+01,+6.39404279E+01,+6.43063015E+01,+6.42753350E+01,+6.46315438E+01
66,03/22/2024 01:34:16.102,+6.40320874E+01,+6.39253874E+01,+6.42729108E+01,+6.42606307E+01,+6.46533571E+01
67,03/22/2024 01:34:26.137,+6.40394764E+01,+6.39296855E+01,+6.42820222E+01,+6.42533669E+01,+6.46316390E+01
68,03/22/2024 01:34:36.083,+6.40236878E+01,+6.39430972E+01,+6.42791466E+01,+6.42535981E+01,+6.45875398E+01
69,03/22/2024 01:34:46.084,+6.40188662E+01,+6.39422710E+01,+6.42538962E+01,+6.42403986E+01,+6.45639877E+01
70,03/22/2024 01:34:56.083,+6.40187101E+01,+6.39474961E+01,+6.42538976E+01,+6.42322918E+01,+6.45610283E+01
71,03/22/2024 01:35:06.083,+6.40436274E+01,+6.39916681E+01,+6.42897928E+01,+6.42700125E+01,+6.45389221E+01
72,03/22/2024 01:35:16.084,+6.40298862E+01,+6.39717864E+01,+6.42772656E+01,+6.42593688E+01,+6.45270860E+01
73,03/22/2024 01:35:26.084,+6.40200891E+01,+6.39682872E+01,+6.42503998E+01,+6.42483972E+01,+6.44801804E+01
74,03/22/2024 01:35:36.098,+6.40270328E+01,+6.39713089E+01,+6.42616580E+01,+6.42378010E+01,+6.44577905E+01
75,03/22/2024 01:35:46.098,+6.40103090E+01,+6.39623018E+01,+6.42341331E+01,+6.42225694E+01,+6.44032219E+01
76,03/22/2024 01:35:56.083,+6.40146021E+01,+6.39741667E+01,+6.42398846E+01,+6.42121482E+01,+6.44215489E+01
77,03/22/2024 01:36:06.084,+6.39887676E+01,+6.39712260E+01,+6.42236028E+01,+6.42095163E+01,+6.43332453E+01
78,03/22/2024 01:36:16.089,+6.40150763E+01,+6.39934269E+01,+6.42198273E+01,+6.42071191E+01,+6.43528112E+01
79,03/22/2024 01:36:26.083,+6.40026378E+01,+6.39895837E+01,+6.42284591E+01,+6.42209464E+01,+6.43318491E+01
80,03/22/2024 01:36:36.097,+6.40031594E+01,+6.39789289E+01,+6.42227790E+01,+6.42003261E+01,+6.43083778E+01
81,03/22/2024 01:36:46.117,+6.39821806E+01,+6.39778798E+01,+6.41974663E+01,+6.42008675E+01,+6.42771427E+01
82,03/22/2024 01:36:56.097,+6.39999436E+01,+6.39967325E+01,+6.42024475E+01,+6.41958784E+01,+6.42768472E+01
83,03/22/2024 01:37:06.097,+6.39863691E+01,+6.39853733E+01,+6.41833105E+01,+6.41929091E+01,+6.42131641E+01
84,03/22/2024 01:37:16.105,+6.39826002E+01,+6.39804300E+01,+6.41702812E+01,+6.41722642E+01,+6.42398660E+01
85,03/22/2024 01:37:26.119,+6.39817695E+01,+6.39887213E+01,+6.41719104E+01,+6.41761486E+01,+6.41724413E+01
86,03/22/2024 01:37:36.097,+6.39796927E+01,+6.39815344E+01,+6.41846310E+01,+6.41864659E+01,+6.41769520E+01
87,03/22/2024 01:37:46.097,+6.39672344E+01,+6.39789542E+01,+6.41704044E+01,+6.41586729E+01,+6.41369692E+01
88,03/22/2024 01:37:56.097,+6.39737825E+01,+6.39817010E+01,+6.41698788E+01,+6.41663888E+01,+6.41386707E+01
89,03/22/2024 01:38:06.131,+6.39779571E+01,+6.39738108E+01,+6.41731894E+01,+6.41756568E+01,+6.41440697E+01
90,03/22/2024 01:38:16.102,+6.39718335E+01,+6.39824423E+01,+6.41584052E+01,+6.41653427E+01,+6.40883122E+01
91,03/22/2024 01:38:26.102,+6.39596751E+01,+6.39783266E+01,+6.41541520E+01,+6.41593465E+01,+6.40879966E+01
92,03/22/2024 01:38:36.156,+6.39800087E+01,+6.40015422E+01,+6.41870299E+01,+6.41736660E+01,+6.41020792E+01
93,03/22/2024 01:38:46.097,+6.39736566E+01,+6.39997029E+01,+6.41710995E+01,+6.41577481E+01,+6.40993728E+01
94,03/22/2024 01:38:56.133,+6.39891089E+01,+6.40114191E+01,+6.41826952E+01,+6.41816774E+01,+6.40856251E+01
95,03/22/2024 01:39:06.097,+6.39838268E+01,+6.40204634E+01,+6.41840210E+01,+6.41714813E+01,+6.40618328E+01
96,03/22/2024 01:39:16.097,+6.39991445E+01,+6.40164360E+01,+6.41714074E+01,+6.41637746E+01,+6.40652496E+01
97,03/22/2024 01:39:26.097,+6.39759494E+01,+6.40047013E+01,+6.41647782E+01,+6.41610773E+01,+6.39883465E+01
98,03/22/2024 01:39:36.108,+6.39783263E+01,+6.40125564E+01,+6.41732761E+01,+6.41619472E+01,+6.39818003E+01
99,03/22/2024 01:39:46.141,+6.39710866E+01,+6.40065627E+01,+6.41552925E+01,+6.41548219E+01,+6.39491456E+01
100,03/22/2024 01:39:56.097,+6.39823057E+01,+6.40164504E+01,+6.41707675E+01,+6.41674880E+01,+6.39826448E+01
101,03/22/2024 01:40:06.097,+6.39937260E+01,+6.40236194E+01,+6.41800201E+01,+6.41766875E+01,+6.39384563E+01
102,03/22/2024 01:40:16.097,+6.39771157E+01,+6.40234027E+01,+6.41852071E+01,+6.41832770E+01,+6.39672649E+01
103,03/22/2024 01:40:26.097,+6.39852627E+01,+6.40452176E+01,+6.41919625E+01,+6.41755261E+01,+6.39721869E+01
104,03/22/2024 01:40:36.103,+6.40009395E+01,+6.40403912E+01,+6.41929812E+01,+6.41856980E+01,+6.39613485E+01
105,03/22/2024 01:40:46.097,+6.39865349E+01,+6.40440347E+01,+6.41896971E+01,+6.41860685E+01,+6.39345173E+01
106,03/22/2024 01:40:56.118,+6.40064094E+01,+6.40457591E+01,+6.41983027E+01,+6.42109796E+01,+6.39716741E+01
107,03/22/2024 01:41:06.097,+6.39882529E+01,+6.40409357E+01,+6.41769328E+01,+6.41788687E+01,+6.39259075E+01
108,03/22/2024 01:41:16.097,+6.40171299E+01,+6.40712542E+01,+6.42163938E+01,+6.42294427E+01,+6.39428504E+01
109,03/22/2024 01:41:26.098,+6.40331363E+01,+6.40794764E+01,+6.42129580E+01,+6.42129666E+01,+6.39342837E+01
110,03/22/2024 01:41:36.102,+6.40305357E+01,+6.40855173E+01,+6.42249757E+01,+6.42321829E+01,+6.39173350E+01
111,03/22/2024 01:41:46.097,+6.40301015E+01,+6.40922342E+01,+6.42213652E+01,+6.42342182E+01,+6.39231197E+01
112,03/22/2024 01:41:56.102,+6.40459188E+01,+6.41152027E+01,+6.42459420E+01,+6.42542941E+01,+6.39389621E+01
113,03/22/2024 01:42:06.097,+6.40540241E+01,+6.40912131E+01,+6.42233764E+01,+6.42237365E+01,+6.38580403E+01
114,03/22/2024 01:42:16.097,+6.40560672E+01,+6.41121226E+01,+6.41825224E+01,+6.42263740E+01,+6.38863208E+01
115,03/22/2024 01:42:26.116,+6.40611185E+01,+6.41062969E+01,+6.41799772E+01,+6.42433380E+01,+6.38441601E+01
116,03/22/2024 01:42:36.104,+6.40667167E+01,+6.41129520E+01,+6.41877452E+01,+6.42592198E+01,+6.39189441E+01
