Sweep #,Time,Chan 101 (C),Chan 102 (C),Chan 103 (C),Chan 104 (C),Chan 105 (C)
60,03/21/2024 22:17:04.954,+2.92732609E+01,+2.90272217E+01,+2.92147663E+01,+2.92579699E+01,+3.02615457E+01
61,03/21/2024 22:17:14.974,+2.92391171E+01,+2.89861492E+01,+2.91572690E+01,+2.92167683E+01,+3.01849470E+01
62,03/21/2024 22:17:24.954,+2.92536853E+01,+2.90157659E+01,+2.91881145E+01,+2.92262513E+01,+3.01776049E+01
63,03/21/2024 22:17:34.954,+2.92239621E+01,+2.89944755E+01,+2.91483429E+01,+2.91943207E+01,+3.01129588E+01
64,03/21/2024 22:17:44.954,+2.91992059E+01,+2.89909255E+01,+2.91455990E+01,+2.91939917E+01,+3.00693939E+01
65,03/21/2024 22:17:54.954,+2.92030689E+01,+2.89845840E+01,+2.91347964E+01,+2.91699364E+01,+3.00637426E+01
66,03/21/2024 22:18:04.954,+2.91959159E+01,+2.90037404E+01,+2.91442021E+01,+2.91930802E+01,+3.00462880E+01
67,03/21/2024 22:18:14.954,+2.91797102E+01,+2.89845426E+01,+2.91134623E+01,+2.91501028E+01,+2.99771858E+01
68,03/21/2024 22:18:24.954,+2.91755023E+01,+2.89869579E+01,+2.91150956E+01,+2.91700196E+01,+2.99557734E+01
69,03/21/2024 22:18:34.954,+2.91554149E+01,+2.89782550E+01,+2.90743877E+01,+2.91241249E+01,+2.98888516E+01
70,03/21/2024 22:18:45.008,+2.91352659E+01,+2.89551229E+01,+2.90723466E+01,+2.91102971E+01,+2.98646762E+01
71,03/21/2024 22:18:54.961,+2.91477880E+01,+2.89613082E+01,+2.90829102E+01,+2.91217831E+01,+2.98721085E+01
72,03/21/2024 22:19:04.981,+2.91536759E+01,+2.89896534E+01,+2.90879028E+01,+2.91473365E+01,+2.98644535E+01
73,03/21/2024 22:19:14.954,+2.91591926E+01,+2.89962096E+01,+2.90994973E+01,+2.91530079E+01,+2.98587481E+01
74,03/21/2024 22:19:24.954,+2.91962158E+01,+2.90423826E+01,+2.91343491E+01,+2.91748749E+01,+2.98686028E+01
75,03/21/2024 22:19:34.979,+2.91480529E+01,+2.89971458E+01,+2.90571598E+01,+2.91164524E+01,+2.97715895E+01
76,03/21/2024 22:19:44.954,+2.91563997E+01,+2.90009734E+01,+2.90709390E+01,+2.91332076E+01,+2.97676401E+01
77,03/21/2024 22:19:54.954,+2.91143345E+01,+2.89777244E+01,+2.90432856E+01,+2.90867837E+01,+2.96851860E+01
78,03/21/2024 22:20:04.954,+2.91287699E+01,+2.89973190E+01,+2.90534720E+01,+2.91006173E+01,+2.97107141E+01
79,03/21/2024 22:20:14.995,+2.90888361E+01,+2.89661523E+01,+2.90132351E+01,+2.90606998E+01,+2.96132388E+01
80,03/21/2024 22:20:24.983,+2.91055039E+01,+2.89852405E+01,+2.90294276E+01,+2.90910278E+01,+2.96595225E+01
81,03/21/2024 22:20:35.006,+2.90702973E+01,+2.89562792E+01,+2.90071402E+01,+2.90426530E+01,+2.95656246E+01
82,03/21/2024 22:20:44.952,+2.90750797E+01,+2.89726846E+01,+2.90080415E+01,+2.90559423E+01,+2.95829208E+01
83,03/21/2024 22:20:54.952,+2.90926879E+01,+2.89630366E+01,+2.90317237E+01,+2.90805994E+01,+2.95983306E+01
84,03/21/2024 22:21:04.952,+2.91057732E+01,+2.89957529E+01,+2.90493860E+01,+2.90905824E+01,+2.95861091E+01
85,03/21/2024 22:21:14.959,+2.91097728E+01,+2.90058790E+01,+2.90452595E+01,+2.90966838E+01,+2.95961951E+01
86,03/21/2024 22:21:24.952,+2.91245907E+01,+2.90166838E+01,+2.90587250E+01,+2.91174914E+01,+2.95983918E+01
87,03/21/2024 22:21:34.952,+2.91201195E+01,+2.90275825E+01,+2.90879632E+01,+2.91332592E+01,+2.95940874E+01
88,03/21/2024 22:21:44.952,+2.91533704E+01,+2.90467569E+01,+2.90957686E+01,+2.91530752E+01,+2.95946617E+01
89,03/21/2024 22:21:54.952,+2.91154672E+01,+2.90177100E+01,+2.90686216E+01,+2.91086404E+01,+2.95455257E+01
90,03/21/2024 22:22:04.997,+2.91409401E+01,+2.90360455E+01,+2.90857019E+01,+2.91381019E+01,+2.95449468E+01
91,03/21/2024 22:22:14.952,+2.91545013E+01,+2.90516716E+01,+2.90931066E+01,+2.91391731E+01,+2.95655709E+01
92,03/21/2024 22:22:24.952,+2.91549908E+01,+2.90645186E+01,+2.91036616E+01,+2.91588485E+01,+2.95535329E+01
93,03/21/2024 22:22:34.952,+2.91128289E+01,+2.90254418E+01,+2.90516646E+01,+2.91166401E+01,+2.94652379E+01
94,03/21/2024 22:22:44.990,+2.91146014E+01,+2.90358701E+01,+2.90595418E+01,+2.91200551E+01,+2.94791762E+01
95,03/21/2024 22:22:54.952,+2.90767923E+01,+2.89827134E+01,+2.90179950E+01,+2.90700990E+01,+2.94176732E+01
96,03/21/2024 22:23:04.977,+2.90981603E+01,+2.90096013E+01,+2.90384629E+01,+2.91057006E+01,+2.94388581E+01
97,03/21/2024 22:23:14.952,+2.91065174E+01,+2.90308440E+01,+2.90725804E+01,+2.91148927E+01,+2.94730548E+01
98,03/21/2024 22:23:24.952,+2.91356899E+01,+2.90523767E+01,+2.90837655E+01,+2.91304861E+01,+2.94685173E+01
99,03/21/2024 22:23:34.954,+2.91415022E+01,+2.90629201E+01,+2.91114415E+01,+2.91530733E+01,+2.94835689E+01
100,03/21/2024 22:23:44.970,+2.91574673E+01,+2.90776378E+01,+2.91020955E+01,+2.91567805E+01,+2.94555140E+01
101,03/21/2024 22:23:54.985,+2.91537874E+01,+2.90742336E+01,+2.91130220E+01,+2.91658397E+01,+2.94678329E+01
102,03/21/2024 22:24:04.952,+2.91614537E+01,+2.90821168E+01,+2.91266109E+01,+2.91589819E+01,+2.94587172E+01
103,03/21/2024 22:24:14.954,+2.91433925E+01,+2.90684053E+01,+2.90907681E+01,+2.91485938E+01,+2.94182332E+01
104,03/21/2024 22:24:24.968,+2.91447444E+01,+2.90669611E+01,+2.91005621E+01,+2.91371184E+01,+2.94067977E+01
105,03/21/2024 22:24:34.958,+2.91680208E+01,+2.90919223E+01,+2.91319993E+01,+2.91807630E+01,+2.94577666E+01
106,03/21/2024 22:24:45.004,+2.91747330E+01,+2.90948896E+01,+2.91317460E+01,+2.91831841E+01,+2.94400692E+01
107,03/21/2024 22:24:54.968,+2.91833703E+01,+2.91203413E+01,+2.91499369E+01,+2.91888808E+01,+2.94547341E+01
108,03/21/2024 22:25:04.952,+2.91812463E+01,+2.91105836E+01,+2.91447676E+01,+2.91928192E+01,+2.94322714E+01
109,03/21/2024 22:25:14.952,+2.91777284E+01,+2.91036998E+01,+2.91233896E+01,+2.91817063E+01,+2.94274426E+01
110,03/21/2024 22:25:24.953,+2.91756494E+01,+2.91089441E+01,+2.91356266E+01,+2.91938341E+01,+2.94158644E+01
111,03/21/2024 22:25:34.952,+2.91711732E+01,+2.91160822E+01,+2.91425958E+01,+2.92079964E+01,+2.94318918E+01
112,03/21/2024 22:25:44.966,+2.91696361E+01,+2.91139318E+01,+2.91463739E+01,+2.91965976E+01,+2.94053420E+01
113,03/21/2024 22:25:54.952,+2.92260868E+01,+2.91559258E+01,+2.91783551E+01,+2.92254502E+01,+2.94554305E+01
114,03/21/2024 22:26:04.978,+2.91987232E+01,+2.91311148E+01,+2.91499242E+01,+2.92085239E+01,+2.94069918E+01
115,03/21/2024 22:26:14.972,+2.91733307E+01,+2.91132847E+01,+2.91338666E+01,+2.91740915E+01,+2.93573282E+01
