Sweep #,Time,Chan 101 (C),Chan 102 (C),Chan 103 (C),Chan 104 (C),Chan 105 (C)
23,03/22/2024 00:40:03.824,+5.29616169E+01,+5.27907838E+01,+5.32500501E+01,+5.32870630E+01,+5.39402124E+01
24,03/22/2024 00:40:13.788,+5.30866443E+01,+5.29146545E+01,+5.33793816E+01,+5.34012361E+01,+5.40919459E+01
25,03/22/2024 00:40:23.814,+5.31496165E+01,+5.29412431E+01,+5.34618996E+01,+5.34879616E+01,+5.41266697E+01
26,03/22/2024 00:40:33.813,+5.32718388E+01,+5.30796487E+01,+5.35606858E+01,+5.36009109E+01,+5.42144234E+01
27,03/22/2024 00:40:43.787,+5.33042460E+01,+5.31104746E+01,+5.36096674E+01,+5.36564711E+01,+5.43381693E+01
28,03/22/2024 00:40:53.787,+5.34004243E+01,+5.31768547E+01,+5.36930949E+01,+5.37541643E+01,+5.44558710E+01
29,03/22/2024 00:41:03.787,+5.34574126E+01,+5.32491258E+01,+5.37338463E+01,+5.37648048E+01,+5.44513625E+01
30,03/22/2024 00:41:13.787,+5.35467398E+01,+5.33215090E+01,+5.38131226E+01,+5.38304931E+01,+5.45821935E+01
31,03/22/2024 00:41:23.794,+5.35958480E+01,+5.33864038E+01,+5.38644056E+01,+5.38688319E+01,+5.46812868E+01
32,03/22/2024 00:41:33.787,+5.36656943E+01,+5.34617202E+01,+5.39298678E+01,+5.39757551E+01,+5.46981657E+01
33,03/22/2024 00:41:43.787,+5.37044952E+01,+5.34928829E+01,+5.39425579E+01,+5.39977186E+01,+5.47810156E+01
34,03/22/2024 00:41:53.793,+5.37552431E+01,+5.35418004E+01,+5.40193531E+01,+5.40599889E+01,+5.48549816E+01
35,03/22/2024 00:42:03.787,+5.37920876E+01,+5.35566752E+01,+5.40251678E+01,+5.40605843E+01,+5.48523560E+01
36,03/22/2024 00:42:13.787,+5.38320524E+01,+5.36086828E+01,+5.40903544E+01,+5.41295552E+01,+5.49247695E+01
37,03/22/2024 00:42:23.792,+5.38996802E+01,+5.36737859E+01,+5.41415720E+01,+5.41582330E+01,+5.48998779E+01
38,03/22/2024 00:42:33.787,+5.39412338E+01,+5.37370528E+01,+5.41652432E+01,+5.42179935E+01,+5.49475799E+01
39,03/22/2024 00:42:43.787,+5.39647233E+01,+5.37330100E+01,+5.41827431E+01,+5.42065203E+01,+5.50220613E+01
40,03/22/2024 00:42:53.787,+5.39870581E+01,+5.37795818E+01,+5.42240837E+01,+5.42866999E+01,+5.50254605E+01
41,03/22/2024 00:43:03.788,+5.40209611E+01,+5.38008688E+01,+5.42506972E+01,+5.42824684E+01,+5.50762778E+01
42,03/22/2024 00:43:13.846,+5.40437976E+01,+5.38212617E+01,+5.42745941E+01,+5.43101029E+01,+5.50708454E+01
43,03/22/2024 00:43:23.787,+5.40739946E+01,+5.38399883E+01,+5.42866371E+01,+5.43400321E+01,+5.51045929E+01
44,03/22/2024 00:43:33.787,+5.40912952E+01,+5.38846455E+01,+5.43102229E+01,+5.43359451E+01,+5.51047313E+01
45,03/22/2024 00:43:43.787,+5.41250329E+01,+5.39130386E+01,+5.43373018E+01,+5.43585664E+01,+5.51207842E+01
46,03/22/2024 00:43:53.787,+5.41384039E+01,+5.39356522E+01,+5.43326114E+01,+5.43554556E+01,+5.50970214E+01
47,03/22/2024 00:44:03.788,+5.41513086E+01,+5.39409667E+01,+5.43544115E+01,+5.43818584E+01,+5.51134287E+01
48,03/22/2024 00:44:13.801,+5.41772019E+01,+5.39636965E+01,+5.43608006E+01,+5.44027773E+01,+5.50746806E+01
49,03/22/2024 00:44:23.787,+5.41914606E+01,+5.39914069E+01,+5.43610529E+01,+5.44045103E+01,+5.51150642E+01
50,03/22/2024 00:44:33.787,+5.41929801E+01,+5.40006236E+01,+5.43737578E+01,+5.44123736E+01,+5.51319921E+01
51,03/22/2024 00:44:43.787,+5.41931289E+01,+5.39923671E+01,+5.43818646E+01,+5.44356376E+01,+5.51085521E+01
52,03/22/2024 00:44:53.787,+5.41947974E+01,+5.40327291E+01,+5.43964803E+01,+5.44198793E+01,+5.50503527E+01
53,03/22/2024 00:45:03.800,+5.42109338E+01,+5.40439502E+01,+5.43737342E+01,+5.44209895E+01,+5.50692085E+01
54,03/22/2024 00:45:13.801,+5.42254779E+01,+5.40892829E+01,+5.43918163E+01,+5.44282559E+01,+5.50289226E+01
55,03/22/2024 00:45:23.824,+5.42182358E+01,+5.40770066E+01,+5.43947955E+01,+5.44222915E+01,+5.50337923E+01
56,03/22/2024 00:45:33.801,+5.42102228E+01,+5.40774761E+01,+5.43903541E+01,+5.44382452E+01,+5.49743022E+01
57,03/22/2024 00:45:43.858,+5.42154333E+01,+5.40833355E+01,+5.43899633E+01,+5.44069368E+01,+5.50063833E+01
58,03/22/2024 00:45:53.801,+5.42135940E+01,+5.40990292E+01,+5.43888435E+01,+5.44292526E+01,+5.49337796E+01
59,03/22/2024 00:46:03.801,+5.42154543E+01,+5.40948287E+01,+5.43848473E+01,+5.44143656E+01,+5.49740244E+01
60,03/22/2024 00:46:13.849,+5.42118973E+01,+5.40888217E+01,+5.43781254E+01,+5.44148224E+01,+5.48542248E+01
61,03/22/2024 00:46:23.818,+5.42472556E+01,+5.41137203E+01,+5.43769471E+01,+5.43977043E+01,+5.49207875E+01
62,03/22/2024 00:46:33.823,+5.42191864E+01,+5.40911955E+01,+5.43494165E+01,+5.43729938E+01,+5.48199785E+01
63,03/22/2024 00:46:43.825,+5.42126091E+01,+5.40962678E+01,+5.43437701E+01,+5.43980019E+01,+5.48715977E+01
64,03/22/2024 00:46:53.811,+5.42027665E+01,+5.41014141E+01,+5.43468799E+01,+5.43691954E+01,+5.48080533E+01
65,03/22/2024 00:47:03.801,+5.42084706E+01,+5.41071702E+01,+5.43401834E+01,+5.43786320E+01,+5.48007733E+01
66,03/22/2024 00:47:13.801,+5.42035869E+01,+5.41097860E+01,+5.43402097E+01,+5.43579059E+01,+5.47382884E+01
67,03/22/2024 00:47:23.811,+5.42045756E+01,+5.41244185E+01,+5.43524294E+01,+5.43693719E+01,+5.47428535E+01
68,03/22/2024 00:47:33.823,+5.41837745E+01,+5.41145472E+01,+5.43148465E+01,+5.43519131E+01,+5.46950476E+01
69,03/22/2024 00:47:43.811,+5.42042196E+01,+5.41262422E+01,+5.43238362E+01,+5.43346509E+01,+5.46887078E+01
70,03/22/2024 00:47:53.858,+5.41904862E+01,+5.41150778E+01,+5.43107350E+01,+5.43318701E+01,+5.46437396E+01
71,03/22/2024 00:48:03.819,+5.41974407E+01,+5.41336002E+01,+5.43258383E+01,+5.43615270E+01,+5.46650640E+01
72,03/22/2024 00:48:13.833,+5.41772543E+01,+5.41064135E+01,+5.42983051E+01,+5.43226374E+01,+5.46195008E+01
73,03/22/2024 00:48:23.801,+5.41843228E+01,+5.41255506E+01,+5.43081283E+01,+5.43613098E+01,+5.46068083E+01
74,03/22/2024 00:48:33.819,+5.41549799E+01,+5.41052623E+01,+5.42582727E+01,+5.42904476E+01,+5.45562124E+01
75,03/22/2024 00:48:43.852,+5.41658439E+01,+5.41119703E+01,+5.42857833E+01,+5.43187350E+01,+5.45568525E+01
76,03/22/2024 00:48:53.822,+5.41546957E+01,+5.41160681E+01,+5.42708250E+01,+5.42965913E+01,+5.45066414E+01
77,03/22/2024 00:49:03.801,+5.41591005E+01,+5.41292806E+01,+5.42813678E+01,+5.42886784E+01,+5.44956569E+01
78,03/22/2024 00:49:13.850,+5.41549524E+01,+5.41213468E+01,+5.42728625E+01,+5.42962349E+01,+5.44596672E+01
79,03/22/2024 00:49:23.808,+5.41420730E+01,+5.41202102E+01,+5.42773401E+01,+5.42966114E+01,+5.44511008E+01
80,03/22/2024 00:49:33.810,+5.41379447E+01,+5.41137969E+01,+5.42410494E+01,+5.42642539E+01,+5.43895737E+01
81,03/22/2024 00:49:43.801,+5.41332418E+01,+5.41188433E+01,+5.42634497E+01,+5.42782420E+01,+5.44059958E+01
82,03/22/2024 00:49:53.820,+5.41242977E+01,+5.41117132E+01,+5.42372547E+01,+5.42534354E+01,+5.43581266E+01
83,03/22/2024 00:50:03.823,+5.41251695E+01,+5.41071623E+01,+5.42415365E+01,+5.42610369E+01,+5.43638495E+01
84,03/22/2024 00:50:13.815,+5.41428442E+01,+5.41305682E+01,+5.42536704E+01,+5.42822253E+01,+5.43613854E+01
85,03/22/2024 00:50:23.801,+5.41278895E+01,+5.41157407E+01,+5.42404352E+01,+5.42682918E+01,+5.43386625E+01
86,03/22/2024 00:50:33.802,+5.41076462E+01,+5.41197283E+01,+5.42355396E+01,+5.42646656E+01,+5.43073301E+01
87,03/22/2024 00:50:43.811,+5.41018465E+01,+5.41056429E+01,+5.42105392E+01,+5.42509871E+01,+5.42852353E+01
88,03/22/2024 00:50:53.801,+5.41104093E+01,+5.41080199E+01,+5.42208886E+01,+5.42451991E+01,+5.42732382E+01
89,03/22/2024 00:51:03.801,+5.41097808E+01,+5.41236769E+01,+5.42116281E+01,+5.42551363E+01,+5.42393382E+01
90,03/22/2024 00:51:13.816,+5.40992289E+01,+5.41097184E+01,+5.42191711E+01,+5.42448855E+01,+5.42462018E+01
91,03/22/2024 00:51:23.834,+5.40970558E+01,+5.41069744E+01,+5.42014302E+01,+5.42391231E+01,+5.42093495E+01
92,03/22/2024 00:51:33.840,+5.40923808E+01,+5.41081939E+01,+5.42076969E+01,+5.42307039E+01,+5.41824744E+01
93,03/22/2024 00:51:43.809,+5.41000559E+01,+5.41076543E+01,+5.42128006E+01,+5.42401367E+01,+5.41997819E+01
94,03/22/2024 00:51:53.800,+5.40884910E+01,+5.41182533E+01,+5.41990144E+01,+5.42380953E+01,+5.41862774E+01
95,03/22/2024 00:52:03.829,+5.40992654E+01,+5.41255052E+01,+5.42133956E+01,+5.42507167E+01,+5.41244672E+01
96,03/22/2024 00:52:13.800,+5.41129839E+01,+5.41299894E+01,+5.42057691E+01,+5.42410880E+01,+5.41445382E+01
97,03/22/2024 00:52:23.803,+5.41079752E+01,+5.41296344E+01,+5.41987999E+01,+5.42330297E+01,+5.41545092E+01
98,03/22/2024 00:52:33.801,+5.40901261E+01,+5.41176859E+01,+5.42034298E+01,+5.42309712E+01,+5.41570425E+01
99,03/22/2024 00:52:43.801,+5.40964451E+01,+5.41254378E+01,+5.42080372E+01,+5.42499630E+01,+5.41182559E+01
100,03/22/2024 00:52:53.801,+5.40831877E+01,+5.41190814E+01,+5.41850977E+01,+5.42176841E+01,+5.41151008E+01
101,03/22/2024 00:53:03.801,+5.41090396E+01,+5.41420473E+01,+5.42098873E+01,+5.42402164E+01,+5.41220099E+01
102,03/22/2024 00:53:13.805,+5.40965968E+01,+5.41377616E+01,+5.42071113E+01,+5.42415560E+01,+5.41228816E+01
103,03/22/2024 00:53:23.801,+5.41153231E+01,+5.41616500E+01,+5.42216689E+01,+5.42436278E+01,+5.41135891E+01
104,03/22/2024 00:53:33.804,+5.41010986E+01,+5.41485033E+01,+5.42218911E+01,+5.42451989E+01,+5.40926505E+01
105,03/22/2024 00:53:43.825,+5.41066222E+01,+5.41504628E+01,+5.42315939E+01,+5.42471246E+01,+5.40545643E+01
106,03/22/2024 00:53:53.818,+5.41056685E+01,+5.41452723E+01,+5.42146694E+01,+5.42440882E+01,+5.40623356E+01
107,03/22/2024 00:54:03.801,+5.41034382E+01,+5.41541146E+01,+5.42186938E+01,+5.42461413E+01,+5.40773164E+01
108,03/22/2024 00:54:13.822,+5.41194449E+01,+5.41706997E+01,+5.42371386E+01,+5.42667736E+01,+5.40978943E+01
109,03/22/2024 00:54:23.801,+5.41172334E+01,+5.41646683E+01,+5.42333446E+01,+5.42627747E+01,+5.40697378E+01
110,03/22/2024 00:54:33.813,+5.41297776E+01,+5.41662675E+01,+5.42329477E+01,+5.42664699E+01,+5.40638293E+01
111,03/22/2024 00:54:43.817,+5.41106306E+01,+5.41655751E+01,+5.42283840E+01,+5.42554658E+01,+5.40611997E+01
112,03/22/2024 00:54:53.804,+5.41466449E+01,+5.41931070E+01,+5.42522284E+01,+5.42873004E+01,+5.40562876E+01
113,03/22/2024 00:55:03.801,+5.41168018E+01,+5.41668329E+01,+5.42291067E+01,+5.42586783E+01,+5.40335028E+01
114,03/22/2024 00:55:13.801,+5.41198271E+01,+5.41803407E+01,+5.42348938E+01,+5.42672111E+01,+5.40254182E+01
115,03/22/2024 00:55:23.800,+5.41303290E+01,+5.41872647E+01,+5.42400095E+01,+5.42725185E+01,+5.40384663E+01
116,03/22/2024 00:55:33.856,+5.41457843E+01,+5.42004596E+01,+5.42543988E+01,+5.42891854E+01,+5.40278648E+01
117,03/22/2024 00:55:43.808,+5.41250260E+01,+5.41855130E+01,+5.42494858E+01,+5.42718114E+01,+5.40432915E+01
118,03/22/2024 00:55:53.801,+5.41414786E+01,+5.42012015E+01,+5.42478699E+01,+5.42807761E+01,+5.40473945E+01
119,03/22/2024 00:56:03.814,+5.41412291E+01,+5.41931483E+01,+5.42570209E+01,+5.42769784E+01,+5.40023667E+01
120,03/22/2024 00:56:13.803,+5.41525228E+01,+5.42161859E+01,+5.42578865E+01,+5.42844351E+01,+5.40209034E+01
121,03/22/2024 00:56:23.804,+5.41384857E+01,+5.42090238E+01,+5.42616863E+01,+5.42875135E+01,+5.40200239E+01
122,03/22/2024 00:56:33.800,+5.41481641E+01,+5.42151733E+01,+5.42710045E+01,+5.43014485E+01,+5.40386690E+01
123,03/22/2024 00:56:43.844,+5.41447733E+01,+5.42101294E+01,+5.42753493E+01,+5.42817373E+01,+5.40004315E+01
124,03/22/2024 00:56:53.801,+5.41490507E+01,+5.42120312E+01,+5.42736969E+01,+5.43051175E+01,+5.40382652E+01
125,03/22/2024 00:57:03.801,+5.41531914E+01,+5.42258809E+01,+5.42715950E+01,+5.43067836E+01,+5.40304243E+01
126,03/22/2024 00:57:13.801,+5.41854040E+01,+5.42345343E+01,+5.42977067E+01,+5.43356778E+01,+5.40391551E+01
127,03/22/2024 00:57:23.801,+5.41845451E+01,+5.42386552E+01,+5.42919523E+01,+5.43134496E+01,+5.40147088E+01
128,03/22/2024 00:57:33.801,+5.41892410E+01,+5.42374549E+01,+5.43123344E+01,+5.43414175E+01,+5.40593358E+01
129,03/22/2024 00:57:43.801,+5.41929697E+01,+5.42558589E+01,+5.42963901E+01,+5.43325802E+01,+5.40236438E+01
130,03/22/2024 00:57:53.801,+5.42024059E+01,+5.42655405E+01,+5.43228944E+01,+5.43475174E+01,+5.40394809E+01
131,03/22/2024 00:58:03.831,+5.42020937E+01,+5.42636165E+01,+5.43190641E+01,+5.43339734E+01,+5.40262685E+01
132,03/22/2024 00:58:13.813,+5.42016605E+01,+5.42638595E+01,+5.43214506E+01,+5.43592310E+01,+5.40522750E+01
133,03/22/2024 00:58:23.809,+5.41920483E+01,+5.42658640E+01,+5.43159740E+01,+5.43516758E+01,+5.40265366E+01
134,03/22/2024 00:58:33.801,+5.42080504E+01,+5.42766121E+01,+5.43370211E+01,+5.43638122E+01,+5.40702703E+01
135,03/22/2024 00:58:43.854,+5.42104894E+01,+5.42776858E+01,+5.43220372E+01,+5.43546103E+01,+5.40453278E+01
136,03/22/2024 00:58:53.803,+5.42303613E+01,+5.42881421E+01,+5.43475569E+01,+5.43856240E+01,+5.40756385E+01
137,03/22/2024 00:59:03.839,+5.42246885E+01,+5.42835906E+01,+5.43367131E+01,+5.43686360E+01,+5.40395095E+01
138,03/22/2024 00:59:13.822,+5.42319686E+01,+5.42966760E+01,+5.43504959E+01,+5.43767097E+01,+5.40382348E+01
139,03/22/2024 00:59:23.823,+5.42302502E+01,+5.42924786E+01,+5.43374252E+01,+5.43644410E+01,+5.40236378E+01
140,03/22/2024 00:59:33.802,+5.42443377E+01,+5.43182512E+01,+5.43765407E+01,+5.44050272E+01,+5.40812572E+01
141,03/22/2024 00:59:43.832,+5.42431945E+01,+5.43148726E+01,+5.43606819E+01,+5.43943402E+01,+5.40485812E+01
142,03/22/2024 00:59:53.846,+5.42502267E+01,+5.43288655E+01,+5.43701469E+01,+5.44082218E+01,+5.40582886E+01
143,03/22/2024 01:00:03.808,+5.42647849E+01,+5.43363930E+01,+5.43827357E+01,+5.43958690E+01,+5.40635132E+01
144,03/22/2024 01:00:13.801,+5.42726803E+01,+5.43451292E+01,+5.43992324E+01,+5.44356105E+01,+5.40726658E+01
145,03/22/2024 01:00:23.801,+5.42770142E+01,+5.43431222E+01,+5.43950183E+01,+5.44255891E+01,+5.40627815E+01
146,03/22/2024 01:00:33.817,+5.42817802E+01,+5.43523344E+01,+5.44088488E+01,+5.44338583E+01,+5.40728131E+01
147,03/22/2024 01:00:43.801,+5.42583342E+01,+5.43237939E+01,+5.43781038E+01,+5.43995362E+01,+5.40458045E+01
148,03/22/2024 01:00:53.801,+5.42977360E+01,+5.43692431E+01,+5.44165180E+01,+5.44375492E+01,+5.40831033E+01
149,03/22/2024 01:01:03.833,+5.42883181E+01,+5.43592719E+01,+5.44075627E+01,+5.44261883E+01,+5.40646345E+01
150,03/22/2024 01:01:13.801,+5.43070335E+01,+5.43653794E+01,+5.44131481E+01,+5.44349996E+01,+5.40786482E+01
151,03/22/2024 01:01:23.801,+5.42953809E+01,+5.43712481E+01,+5.44322867E+01,+5.44488231E+01,+5.40940159E+01
152,03/22/2024 01:01:33.836,+5.43042620E+01,+5.43739582E+01,+5.44078141E+01,+5.44349872E+01,+5.40827413E+01
153,03/22/2024 01:01:43.801,+5.43073592E+01,+5.43755105E+01,+5.44391175E+01,+5.44527516E+01,+5.40981970E+01
154,03/22/2024 01:01:53.801,+5.43038797E+01,+5.43830195E+01,+5.44325190E+01,+5.44527388E+01,+5.40678813E+01
