Sweep #,Time,Chan 101 (C),Chan 102 (C),Chan 103 (C),Chan 104 (C),Chan 105 (C)
65,03/21/2024 23:58:06.948,+4.91585797E+01,+4.90783282E+01,+4.92665343E+01,+4.92901963E+01,+4.99093258E+01
66,03/21/2024 23:58:16.949,+4.91597460E+01,+4.90639671E+01,+4.92620910E+01,+4.93002521E+01,+4.98703016E+01
67,03/21/2024 23:58:26.993,+4.91698391E+01,+4.90846822E+01,+4.92845568E+01,+4.93015403E+01,+4.98771064E+01
68,03/21/2024 23:58:36.949,+4.91703550E+01,+4.90827152E+01,+4.92634608E+01,+4.92712597E+01,+4.98298316E+01
69,03/21/2024 23:58:46.949,+4.91744917E+01,+4.90900147E+01,+4.92714280E+01,+4.93082474E+01,+4.98238695E+01
70,03/21/2024 23:58:56.948,+4.91444660E+01,+4.90664609E+01,+4.92211246E+01,+4.92448495E+01,+4.97629244E+01
71,03/21/2024 23:59:06.960,+4.91482843E+01,+4.90800287E+01,+4.92430041E+01,+4.92743122E+01,+4.97666331E+01
72,03/21/2024 23:59:16.948,+4.91339605E+01,+4.90610632E+01,+4.92362879E+01,+4.92513312E+01,+4.97052312E+01
73,03/21/2024 23:59:26.977,+4.91410188E+01,+4.90605613E+01,+4.92285121E+01,+4.92623134E+01,+4.97089080E+01
74,03/21/2024 23:59:36.949,+4.91411159E+01,+4.90609043E+01,+4.92327827E+01,+4.92589799E+01,+4.96817056E+01
75,03/21/2024 23:59:46.949,+4.91364174E+01,+4.90623736E+01,+4.92243127E+01,+4.92457481E+01,+4.96687045E+01
76,03/21/2024 23:59:56.949,+4.91391603E+01,+4.90740541E+01,+4.92192355E+01,+4.92494821E+01,+4.96197926E+01
77,03/22/2024 00:00:06.949,+4.91167707E+01,+4.90618696E+01,+4.91972904E+01,+4.92334919E+01,+4.95756226E+01
78,03/22/2024 00:00:16.949,+4.91088496E+01,+4.90563000E+01,+4.91867874E+01,+4.92291718E+01,+4.95730539E+01
79,03/22/2024 00:00:26.974,+4.91242554E+01,+4.90505464E+01,+4.91900543E+01,+4.92225690E+01,+4.95455345E+01
80,03/22/2024 00:00:36.948,+4.91064954E+01,+4.90454439E+01,+4.91890225E+01,+4.92173367E+01,+4.95068964E+01
81,03/22/2024 00:00:46.948,+4.91234795E+01,+4.90707394E+01,+4.91993164E+01,+4.92277838E+01,+4.95150661E+01
82,03/22/2024 00:00:56.948,+4.90935373E+01,+4.90538228E+01,+4.91886735E+01,+4.92138405E+01,+4.94807733E+01
83,03/22/2024 00:01:06.974,+4.91055268E+01,+4.90666650E+01,+4.91885934E+01,+4.92171611E+01,+4.94678273E+01
84,03/22/2024 00:01:16.962,+4.91095444E+01,+4.90628991E+01,+4.91793696E+01,+4.92168444E+01,+4.94592867E+01
85,03/22/2024 00:01:26.962,+4.91086030E+01,+4.90694232E+01,+4.92017942E+01,+4.92217672E+01,+4.94077701E+01
86,03/22/2024 00:01:36.962,+4.90916309E+01,+4.90755001E+01,+4.91787314E+01,+4.92154529E+01,+4.93576594E+01
87,03/22/2024 00:01:46.988,+4.91055999E+01,+4.90704200E+01,+4.91920230E+01,+4.92255525E+01,+4.93909327E+01
88,03/22/2024 00:01:56.962,+4.91132846E+01,+4.90872662E+01,+4.91937012E+01,+4.92153025E+01,+4.93694989E+01
89,03/22/2024 00:02:06.968,+4.91272084E+01,+4.90898192E+01,+4.92019211E+01,+4.92290729E+01,+4.93787425E+01
90,03/22/2024 00:02:16.962,+4.91077297E+01,+4.90864420E+01,+4.91820039E+01,+4.92105537E+01,+4.93207074E+01
91,03/22/2024 00:02:26.962,+4.91209913E+01,+4.90999195E+01,+4.91865442E+01,+4.92268204E+01,+4.93493481E+01
92,03/22/2024 00:02:37.023,+4.91122183E+01,+4.90835320E+01,+4.91738389E+01,+4.92081084E+01,+4.93046887E+01
93,03/22/2024 00:02:46.962,+4.91061799E+01,+4.90844705E+01,+4.91798313E+01,+4.92127739E+01,+4.93094439E+01
94,03/22/2024 00:02:56.962,+4.91066656E+01,+4.90847545E+01,+4.91753060E+01,+4.92101439E+01,+4.93105722E+01
95,03/22/2024 00:03:06.975,+4.91091250E+01,+4.90910650E+01,+4.91823597E+01,+4.92270188E+01,+4.92702590E+01
96,03/22/2024 00:03:16.962,+4.91172173E+01,+4.91015222E+01,+4.91864495E+01,+4.92156397E+01,+4.92874342E+01
97,03/22/2024 00:03:26.979,+4.91311432E+01,+4.90977083E+01,+4.92021270E+01,+4.92173332E+01,+4.92624062E+01
98,03/22/2024 00:03:36.978,+4.90970898E+01,+4.90923146E+01,+4.91847775E+01,+4.91962005E+01,+4.92268543E+01
99,03/22/2024 00:03:47.005,+4.91170468E+01,+4.91147920E+01,+4.91960331E+01,+4.92265472E+01,+4.92269656E+01
100,03/22/2024 00:03:56.962,+4.91074272E+01,+4.91012539E+01,+4.91863900E+01,+4.92196325E+01,+4.92472438E+01
101,03/22/2024 00:04:06.962,+4.91249541E+01,+4.91238541E+01,+4.92053812E+01,+4.92284888E+01,+4.92165511E+01
102,03/22/2024 00:04:16.962,+4.91216697E+01,+4.91167087E+01,+4.92153939E+01,+4.92326415E+01,+4.92236508E+01
103,03/22/2024 00:04:26.982,+4.91276667E+01,+4.91334926E+01,+4.92186040E+01,+4.92366779E+01,+4.92282743E+01
104,03/22/2024 00:04:36.976,+4.91372686E+01,+4.91419890E+01,+4.92237224E+01,+4.92383421E+01,+4.92105662E+01
105,03/22/2024 00:04:46.962,+4.91458474E+01,+4.91560739E+01,+4.92250506E+01,+4.92514453E+01,+4.92291757E+01
106,03/22/2024 00:04:56.981,+4.91245079E+01,+4.91287525E+01,+4.92237305E+01,+4.92350212E+01,+4.91877322E+01
107,03/22/2024 00:05:06.963,+4.91551651E+01,+4.91576996E+01,+4.92357054E+01,+4.92517758E+01,+4.91896099E+01
108,03/22/2024 00:05:16.962,+4.91555498E+01,+4.91507068E+01,+4.92227024E+01,+4.92606818E+01,+4.91928807E+01
109,03/22/2024 00:05:26.962,+4.91433666E+01,+4.91439088E+01,+4.91987520E+01,+4.92301988E+01,+4.91763143E+01
110,03/22/2024 00:05:36.962,+4.91380097E+01,+4.91457292E+01,+4.92204635E+01,+4.92353836E+01,+4.91731001E+01
111,03/22/2024 00:05:46.964,+4.91332583E+01,+4.91347222E+01,+4.92251200E+01,+4.92415955E+01,+4.91215306E+01
112,03/22/2024 00:05:56.993,+4.91316004E+01,+4.91477115E+01,+4.92152479E+01,+4.92468858E+01,+4.91692908E+01
113,03/22/2024 00:06:06.962,+4.91345732E+01,+4.91596559E+01,+4.92249089E+01,+4.92562765E+01,+4.91154829E+01
114,03/22/2024 00:06:16.962,+4.91275755E+01,+4.91509435E+01,+4.92238135E+01,+4.92390634E+01,+4.91147949E+01
115,03/22/2024 00:06:27.021,+4.91550638E+01,+4.91743188E+01,+4.92090167E+01,+4.92458131E+01,+4.91354470E+01
116,03/22/2024 00:06:36.973,+4.91498936E+01,+4.91668466E+01,+4.92379018E+01,+4.92562109E+01,+4.91386893E+01
117,03/22/2024 00:06:46.962,+4.91381373E+01,+4.91736583E+01,+4.92340955E+01,+4.92563720E+01,+4.91135917E+01
118,03/22/2024 00:06:56.983,+4.91466878E+01,+4.91614260E+01,+4.92340783E+01,+4.92584807E+01,+4.91265987E+01
119,03/22/2024 00:07:06.962,+4.91664278E+01,+4.91977693E+01,+4.92534184E+01,+4.92831114E+01,+4.91181428E+01
120,03/22/2024 00:07:16.966,+4.91460051E+01,+4.91803930E+01,+4.92444786E+01,+4.92509155E+01,+4.90952669E+01
121,03/22/2024 00:07:26.977,+4.91649995E+01,+4.91908019E+01,+4.92392114E+01,+4.92736738E+01,+4.90943923E+01
122,03/22/2024 00:07:36.962,+4.91585119E+01,+4.91866534E+01,+4.92543608E+01,+4.92662253E+01,+4.90897206E+01
123,03/22/2024 00:07:46.972,+4.91732824E+01,+4.91996781E+01,+4.92495280E+01,+4.92827974E+01,+4.90828071E+01
124,03/22/2024 00:07:56.986,+4.91642702E+01,+4.91975390E+01,+4.92610743E+01,+4.92849171E+01,+4.90864029E+01
125,03/22/2024 00:08:07.009,+4.91687548E+01,+4.92032725E+01,+4.92415797E+01,+4.92777686E+01,+4.90960670E+01
126,03/22/2024 00:08:16.962,+4.91741468E+01,+4.92034522E+01,+4.92655349E+01,+4.92888055E+01,+4.91238093E+01
127,03/22/2024 00:08:26.962,+4.91807405E+01,+4.92016955E+01,+4.92613235E+01,+4.92912555E+01,+4.90713858E+01
128,03/22/2024 00:08:36.971,+4.91722765E+01,+4.92170151E+01,+4.92583724E+01,+4.92924092E+01,+4.90948337E+01
129,03/22/2024 00:08:46.972,+4.91708645E+01,+4.92153406E+01,+4.92604083E+01,+4.92793861E+01,+4.90882161E+01
130,03/22/2024 00:08:56.997,+4.91820995E+01,+4.92169214E+01,+4.92667131E+01,+4.92866814E+01,+4.90757224E+01
131,03/22/2024 00:09:06.963,+4.91855001E+01,+4.92211279E+01,+4.92579438E+01,+4.92733935E+01,+4.90761612E+01
132,03/22/2024 00:09:16.971,+4.91951627E+01,+4.92220387E+01,+4.92671724E+01,+4.92851100E+01,+4.90574388E+01
133,03/22/2024 00:09:26.977,+4.92020808E+01,+4.92363412E+01,+4.92967768E+01,+4.93080646E+01,+4.90801661E+01
134,03/22/2024 00:09:36.962,+4.92165817E+01,+4.92541577E+01,+4.93039395E+01,+4.93341085E+01,+4.91163735E+01
135,03/22/2024 00:09:46.985,+4.92092570E+01,+4.92551765E+01,+4.92996235E+01,+4.93295497E+01,+4.90724573E+01
136,03/22/2024 00:09:56.962,+4.92261586E+01,+4.92595698E+01,+4.93060996E+01,+4.93233391E+01,+4.91192971E+01
137,03/22/2024 00:10:06.972,+4.92010779E+01,+4.92546191E+01,+4.92956943E+01,+4.93152299E+01,+4.90877932E+01
138,03/22/2024 00:10:16.967,+4.92170770E+01,+4.92604428E+01,+4.93169901E+01,+4.93337533E+01,+4.90977657E+01
139,03/22/2024 00:10:26.985,+4.92176558E+01,+4.92574510E+01,+4.93048193E+01,+4.93323101E+01,+4.90749380E+01
140,03/22/2024 00:10:36.986,+4.92399412E+01,+4.92828275E+01,+4.93241578E+01,+4.93468217E+01,+4.91181417E+01
141,03/22/2024 00:10:46.963,+4.92519115E+01,+4.92813442E+01,+4.93078446E+01,+4.93445651E+01,+4.90992747E+01
142,03/22/2024 00:10:56.972,+4.92339812E+01,+4.92797923E+01,+4.93145949E+01,+4.93456884E+01,+4.90736537E+01
143,03/22/2024 00:11:06.964,+4.92368353E+01,+4.92863795E+01,+4.93325291E+01,+4.93501080E+01,+4.91030424E+01
144,03/22/2024 00:11:16.962,+4.92464459E+01,+4.92915953E+01,+4.93397490E+01,+4.93669373E+01,+4.90968252E+01
145,03/22/2024 00:11:26.970,+4.92502246E+01,+4.92974245E+01,+4.93448144E+01,+4.93820508E+01,+4.90975591E+01
146,03/22/2024 00:11:36.976,+4.92782371E+01,+4.93234300E+01,+4.93683667E+01,+4.93897147E+01,+4.91268806E+01
147,03/22/2024 00:11:46.962,+4.92511898E+01,+4.92983157E+01,+4.93436195E+01,+4.93744556E+01,+4.90818016E+01
148,03/22/2024 00:11:56.962,+4.92821655E+01,+4.93294124E+01,+4.93704451E+01,+4.93864546E+01,+4.91174769E+01
149,03/22/2024 00:12:06.993,+4.92698175E+01,+4.93089259E+01,+4.93595528E+01,+4.93810019E+01,+4.91059820E+01
150,03/22/2024 00:12:16.962,+4.92569968E+01,+4.93128718E+01,+4.93431753E+01,+4.93900888E+01,+4.90987345E+01
151,03/22/2024 00:12:27.012,+4.92752435E+01,+4.93165605E+01,+4.93667627E+01,+4.93856400E+01,+4.91032992E+01
152,03/22/2024 00:12:36.962,+4.92886191E+01,+4.93239969E+01,+4.93941679E+01,+4.94052440E+01,+4.91276779E+01
153,03/22/2024 00:12:46.978,+4.92889468E+01,+4.93353023E+01,+4.93713944E+01,+4.94077364E+01,+4.91496986E+01
154,03/22/2024 00:12:56.968,+4.92919951E+01,+4.93352072E+01,+4.93735512E+01,+4.94125265E+01,+4.91034523E+01
155,03/22/2024 00:13:06.972,+4.92906786E+01,+4.93421816E+01,+4.93864477E+01,+4.93950310E+01,+4.91185892E+01
156,03/22/2024 00:13:16.976,+4.93013977E+01,+4.93363174E+01,+4.93886939E+01,+4.94162536E+01,+4.91283019E+01
157,03/22/2024 00:13:26.989,+4.93048428E+01,+4.93494152E+01,+4.94009440E+01,+4.94113438E+01,+4.91439252E+01
158,03/22/2024 00:13:36.962,+4.93129473E+01,+4.93582055E+01,+4.93923018E+01,+4.94236663E+01,+4.91249123E+01
159,03/22/2024 00:13:46.962,+4.93109461E+01,+4.93577082E+01,+4.93976745E+01,+4.94208530E+01,+4.91433926E+01
160,03/22/2024 00:13:56.975,+4.93240748E+01,+4.93759561E+01,+4.94057174E+01,+4.94418868E+01,+4.91672950E+01
161,03/22/2024 00:14:06.962,+4.93352820E+01,+4.93841581E+01,+4.94168334E+01,+4.94424955E+01,+4.91403909E+01
162,03/22/2024 00:14:16.962,+4.93268640E+01,+4.93769229E+01,+4.94179086E+01,+4.94514017E+01,+4.91535396E+01
163,03/22/2024 00:14:26.962,+4.93354562E+01,+4.93819380E+01,+4.94120575E+01,+4.94394395E+01,+4.91446065E+01
164,03/22/2024 00:14:36.962,+4.93461110E+01,+4.93943059E+01,+4.94285903E+01,+4.94554928E+01,+4.91615167E+01
165,03/22/2024 00:14:46.962,+4.93503831E+01,+4.93989242E+01,+4.94341176E+01,+4.94766298E+01,+4.91685621E+01
166,03/22/2024 00:14:56.962,+4.93544108E+01,+4.93847195E+01,+4.94425353E+01,+4.94800449E+01,+4.91430380E+01
167,03/22/2024 00:15:06.989,+4.93630912E+01,+4.94062328E+01,+4.94460336E+01,+4.94743388E+01,+4.91717732E+01
168,03/22/2024 00:15:16.964,+4.93550731E+01,+4.94163823E+01,+4.94485734E+01,+4.94709901E+01,+4.91635339E+01
169,03/22/2024 00:15:26.962,+4.93541869E+01,+4.94125466E+01,+4.94363749E+01,+4.94568389E+01,+4.91385018E+01
170,03/22/2024 00:15:37.016,+4.93626607E+01,+4.94025609E+01,+4.94442044E+01,+4.94815244E+01,+4.91964537E+01
171,03/22/2024 00:15:46.976,+4.93530802E+01,+4.94109568E+01,+4.94532917E+01,+4.94809036E+01,+4.91814860E+01
172,03/22/2024 00:15:56.962,+4.93617391E+01,+4.94075163E+01,+4.94511940E+01,+4.94843911E+01,+4.91831608E+01
173,03/22/2024 00:16:06.964,+4.93631787E+01,+4.94251467E+01,+4.94568845E+01,+4.94862016E+01,+4.92065911E+01
174,03/22/2024 00:16:16.991,+4.93770777E+01,+4.94192399E+01,+4.94746251E+01,+4.94949984E+01,+4.91837335E+01
175,03/22/2024 00:16:26.962,+4.93860358E+01,+4.94360881E+01,+4.94820417E+01,+4.94978226E+01,+4.91994297E+01
176,03/22/2024 00:16:36.962,+4.93908318E+01,+4.94447829E+01,+4.94808721E+01,+4.95003515E+01,+4.91912950E+01
177,03/22/2024 00:16:46.962,+4.93820872E+01,+4.94367321E+01,+4.94682437E+01,+4.94963646E+01,+4.91727204E+01
178,03/22/2024 00:16:56.971,+4.93901849E+01,+4.94390652E+01,+4.94712226E+01,+4.94927072E+01,+4.91623181E+01
179,03/22/2024 00:17:06.992,+4.93894087E+01,+4.94410185E+01,+4.94749544E+01,+4.94948220E+01,+4.91896773E+01
180,03/22/2024 00:17:16.962,+4.93936420E+01,+4.94413024E+01,+4.94778280E+01,+4.95072956E+01,+4.91689318E+01
181,03/22/2024 00:17:26.962,+4.93824837E+01,+4.94318527E+01,+4.94756226E+01,+4.95067718E+01,+4.91758833E+01
182,03/22/2024 00:17:36.991,+4.94078912E+01,+4.94540693E+01,+4.94982255E+01,+4.95284422E+01,+4.91927779E+01
183,03/22/2024 00:17:47.012,+4.93855528E+01,+4.94466830E+01,+4.94820404E+01,+4.95058519E+01,+4.91731977E+01
184,03/22/2024 00:17:56.962,+4.93913457E+01,+4.94443035E+01,+4.94833060E+01,+4.95107297E+01,+4.91515495E+01
185,03/22/2024 00:18:06.962,+4.93971738E+01,+4.94581021E+01,+4.94977050E+01,+4.95213579E+01,+4.91953502E+01
186,03/22/2024 00:18:16.962,+4.93884773E+01,+4.94594621E+01,+4.94858013E+01,+4.95117512E+01,+4.91598206E+01
187,03/22/2024 00:18:26.986,+4.93893664E+01,+4.94569196E+01,+4.94806877E+01,+4.95076625E+01,+4.91829181E+01
188,03/22/2024 00:18:36.984,+4.93989297E+01,+4.94545155E+01,+4.94806823E+01,+4.95168783E+01,+4.91853442E+01
189,03/22/2024 00:18:46.962,+4.94064209E+01,+4.94622885E+01,+4.94909687E+01,+4.95227451E+01,+4.91677740E+01
190,03/22/2024 00:18:56.949,+4.94084863E+01,+4.94576007E+01,+4.94906006E+01,+4.95223892E+01,+4.91875557E+01
191,03/22/2024 00:19:06.949,+4.94029458E+01,+4.94532665E+01,+4.94870068E+01,+4.95237134E+01,+4.91959758E+01
192,03/22/2024 00:19:16.949,+4.94037607E+01,+4.94682622E+01,+4.94894200E+01,+4.95229225E+01,+4.91805246E+01
193,03/22/2024 00:19:26.949,+4.93980999E+01,+4.94689035E+01,+4.94910010E+01,+4.95230310E+01,+4.91712585E+01
194,03/22/2024 00:19:36.948,+4.94096010E+01,+4.94747422E+01,+4.95055942E+01,+4.95313486E+01,+4.91897783E+01
195,03/22/2024 00:19:46.949,+4.94206949E+01,+4.94887486E+01,+4.95076845E+01,+4.95441124E+01,+4.91995774E+01
196,03/22/2024 00:19:56.949,+4.94127760E+01,+4.94726218E+01,+4.95004104E+01,+4.95242336E+01,+4.92075308E+01
197,03/22/2024 00:20:06.949,+4.94133296E+01,+4.94840675E+01,+4.95019487E+01,+4.95334487E+01,+4.91828360E+01
198,03/22/2024 00:20:16.948,+4.94124738E+01,+4.94746431E+01,+4.95074000E+01,+4.95273570E+01,+4.91566226E+01
199,03/22/2024 00:20:26.950,+4.94349239E+01,+4.94860861E+01,+4.95170991E+01,+4.95485759E+01,+4.91983135E+01
200,03/22/2024 00:20:36.986,+4.94192278E+01,+4.94946524E+01,+4.95154679E+01,+4.95230242E+01,+4.91761714E+01
201,03/22/2024 00:20:46.949,+4.94179807E+01,+4.94801125E+01,+4.95171392E+01,+4.95479232E+01,+4.91825366E+01
202,03/22/2024 00:20:56.949,+4.94222352E+01,+4.94926980E+01,+4.95151037E+01,+4.95354828E+01,+4.91653482E+01
203,03/22/2024 00:21:06.957,+4.94309468E+01,+4.94911081E+01,+4.95229900E+01,+4.95444264E+01,+4.91833766E+01
204,03/22/2024 00:21:16.949,+4.94237192E+01,+4.94839405E+01,+4.95103395E+01,+4.95397638E+01,+4.91797080E+01
205,03/22/2024 00:21:26.948,+4.94173877E+01,+4.94806789E+01,+4.95040162E+01,+4.95268482E+01,+4.91445444E+01
206,03/22/2024 00:21:36.959,+4.94069915E+01,+4.94801138E+01,+4.94956391E+01,+4.95158445E+01,+4.91273118E+01
207,03/22/2024 00:21:46.949,+4.94209342E+01,+4.94950930E+01,+4.95022844E+01,+4.95369990E+01,+4.91966007E+01
