Sweep #,Time,Chan 101 (C),Chan 102 (C),Chan 103 (C),Chan 104 (C),Chan 105 (C)
208,03/22/2024 00:21:56.965,+4.94043597E+01,+4.94853698E+01,+4.94861004E+01,+4.95238166E+01,+4.91677556E+01
209,03/22/2024 00:22:06.948,+4.94120950E+01,+4.94898214E+01,+4.95173418E+01,+4.95394742E+01,+4.91871607E+01
210,03/22/2024 00:22:16.949,+4.94072761E+01,+4.94774751E+01,+4.95132870E+01,+4.95307182E+01,+4.91668993E+01
211,03/22/2024 00:22:26.949,+4.94119147E+01,+4.94827828E+01,+4.95136571E+01,+4.95452863E+01,+4.91770807E+01
212,03/22/2024 00:22:36.949,+4.94157458E+01,+4.94824374E+01,+4.95108758E+01,+4.95345855E+01,+4.91615792E+01
213,03/22/2024 00:22:46.949,+4.94262001E+01,+4.95048952E+01,+4.95282186E+01,+4.95617711E+01,+4.92019931E+01
214,03/22/2024 00:22:56.948,+4.94394744E+01,+4.94931611E+01,+4.95251463E+01,+4.95551122E+01,+4.91701978E+01
215,03/22/2024 00:23:06.949,+4.94414130E+01,+4.95036859E+01,+4.95329718E+01,+4.95649267E+01,+4.92014237E+01
216,03/22/2024 00:23:16.948,+4.94236887E+01,+4.94914012E+01,+4.95203305E+01,+4.95554857E+01,+4.91860859E+01
217,03/22/2024 00:23:26.987,+4.94321261E+01,+4.95094449E+01,+4.95224105E+01,+4.95528034E+01,+4.91981789E+01
218,03/22/2024 00:23:36.969,+4.94216978E+01,+4.94967396E+01,+4.95028935E+01,+4.95417633E+01,+4.91691260E+01
219,03/22/2024 00:23:46.949,+4.94376951E+01,+4.95045493E+01,+4.95320073E+01,+4.95695838E+01,+4.91926592E+01
220,03/22/2024 00:23:56.951,+4.94205425E+01,+4.94981318E+01,+4.95097357E+01,+4.95484886E+01,+4.91485338E+01
221,03/22/2024 00:24:06.956,+4.94354357E+01,+4.95077558E+01,+4.95207867E+01,+4.95532303E+01,+4.91862470E+01
222,03/22/2024 00:24:16.948,+4.94140504E+01,+4.94964192E+01,+4.95181673E+01,+4.95493372E+01,+4.91853604E+01
223,03/22/2024 00:24:26.971,+4.94412313E+01,+4.95124225E+01,+4.95419019E+01,+4.95689097E+01,+4.91644925E+01
224,03/22/2024 00:24:36.948,+4.94362721E+01,+4.95037927E+01,+4.95253852E+01,+4.95442481E+01,+4.91710648E+01
225,03/22/2024 00:24:46.966,+4.94457782E+01,+4.95164579E+01,+4.95430659E+01,+4.95673448E+01,+4.91944089E+01
226,03/22/2024 00:24:56.949,+4.94359402E+01,+4.95095407E+01,+4.95225522E+01,+4.95569938E+01,+4.91783134E+01
227,03/22/2024 00:25:06.977,+4.94246729E+01,+4.94997846E+01,+4.95106132E+01,+4.95308704E+01,+4.91450872E+01
228,03/22/2024 00:25:16.949,+4.94248430E+01,+4.95024087E+01,+4.95215892E+01,+4.95414868E+01,+4.91755365E+01
229,03/22/2024 00:25:26.993,+4.94244884E+01,+4.95047452E+01,+4.95169743E+01,+4.95524639E+01,+4.91650956E+01
230,03/22/2024 00:25:36.949,+4.94289532E+01,+4.95050761E+01,+4.95107535E+01,+4.95427704E+01,+4.91458617E+01
231,03/22/2024 00:25:46.964,+4.94273214E+01,+4.95062714E+01,+4.95141870E+01,+4.95530006E+01,+4.91603262E+01
232,03/22/2024 00:25:56.987,+4.94279027E+01,+4.95018047E+01,+4.95180529E+01,+4.95420089E+01,+4.91737400E+01
233,03/22/2024 00:26:06.960,+4.94390597E+01,+4.95085173E+01,+4.95179686E+01,+4.95637494E+01,+4.91641747E+01
234,03/22/2024 00:26:16.949,+4.94464216E+01,+4.95256025E+01,+4.95365775E+01,+4.95864346E+01,+4.91498792E+01
235,03/22/2024 00:26:26.961,+4.94383805E+01,+4.95160256E+01,+4.95383909E+01,+4.95739662E+01,+4.91662779E+01
236,03/22/2024 00:26:36.949,+4.94384888E+01,+4.95302684E+01,+4.95484083E+01,+4.95807993E+01,+4.91886968E+01
237,03/22/2024 00:26:46.949,+4.94388146E+01,+4.95226391E+01,+4.95360319E+01,+4.95691407E+01,+4.91601126E+01
238,03/22/2024 00:26:56.949,+4.94337021E+01,+4.95199562E+01,+4.95258318E+01,+4.95588090E+01,+4.91497439E+01
239,03/22/2024 00:27:06.948,+4.94363782E+01,+4.95109933E+01,+4.95337433E+01,+4.95675823E+01,+4.91580540E+01
240,03/22/2024 00:27:16.965,+4.94209144E+01,+4.95024113E+01,+4.95294670E+01,+4.95575821E+01,+4.91775349E+01
241,03/22/2024 00:27:26.949,+4.94402756E+01,+4.95294380E+01,+4.95396778E+01,+4.95760031E+01,+4.91610231E+01
242,03/22/2024 00:27:36.963,+4.94375530E+01,+4.95145293E+01,+4.95371052E+01,+4.95706861E+01,+4.91898740E+01
243,03/22/2024 00:27:46.948,+4.94370021E+01,+4.95170496E+01,+4.95306683E+01,+4.95626259E+01,+4.91765785E+01
244,03/22/2024 00:27:56.948,+4.94419938E+01,+4.95351401E+01,+4.95440550E+01,+4.95742700E+01,+4.91534521E+01
245,03/22/2024 00:28:06.975,+4.94362145E+01,+4.95263679E+01,+4.95409736E+01,+4.95678847E+01,+4.91576879E+01
246,03/22/2024 00:28:16.949,+4.94480665E+01,+4.95234374E+01,+4.95425340E+01,+4.95652819E+01,+4.91529991E+01
247,03/22/2024 00:28:26.990,+4.94396718E+01,+4.95135342E+01,+4.95313996E+01,+4.95679654E+01,+4.91632111E+01
248,03/22/2024 00:28:36.949,+4.94589302E+01,+4.95504346E+01,+4.95542832E+01,+4.95936767E+01,+4.91632230E+01
249,03/22/2024 00:28:46.949,+4.94582058E+01,+4.95377212E+01,+4.95514767E+01,+4.95880900E+01,+4.91687560E+01
250,03/22/2024 00:28:56.949,+4.94663131E+01,+4.95332559E+01,+4.95478004E+01,+4.95880155E+01,+4.91921007E+01
251,03/22/2024 00:29:06.948,+4.94553944E+01,+4.95369143E+01,+4.95351503E+01,+4.95819455E+01,+4.91615740E+01
252,03/22/2024 00:29:16.971,+4.94629557E+01,+4.95489981E+01,+4.95587599E+01,+4.95987832E+01,+4.92027178E+01
253,03/22/2024 00:29:26.970,+4.94619553E+01,+4.95454041E+01,+4.95563681E+01,+4.95898020E+01,+4.91717596E+01
254,03/22/2024 00:29:36.948,+4.94621062E+01,+4.95296719E+01,+4.95595696E+01,+4.95845838E+01,+4.91590296E+01
255,03/22/2024 00:29:46.960,+4.94402364E+01,+4.95247427E+01,+4.95360370E+01,+4.95682760E+01,+4.91651911E+01
256,03/22/2024 00:29:56.949,+4.94390086E+01,+4.95294266E+01,+4.95386973E+01,+4.95717339E+01,+4.91712697E+01
257,03/22/2024 00:30:06.949,+4.94384436E+01,+4.95199683E+01,+4.95274271E+01,+4.95738661E+01,+4.91516812E+01
258,03/22/2024 00:30:16.972,+4.94621014E+01,+4.95499576E+01,+4.95658461E+01,+4.96007832E+01,+4.91789418E+01
259,03/22/2024 00:30:26.993,+4.94612347E+01,+4.95537470E+01,+4.95584162E+01,+4.96020376E+01,+4.91795954E+01
260,03/22/2024 00:30:36.949,+4.94653243E+01,+4.95432467E+01,+4.95666552E+01,+4.96018051E+01,+4.92042240E+01
261,03/22/2024 00:30:46.968,+4.94650900E+01,+4.95459461E+01,+4.95558697E+01,+4.95932165E+01,+4.91536472E+01
262,03/22/2024 00:30:56.948,+4.94663752E+01,+4.95448535E+01,+4.95635479E+01,+4.95973788E+01,+4.91735344E+01
263,03/22/2024 00:31:06.948,+4.94601868E+01,+4.95362287E+01,+4.95429867E+01,+4.95842816E+01,+4.91632744E+01
264,03/22/2024 00:31:16.949,+4.94424918E+01,+4.95254222E+01,+4.95528143E+01,+4.95821967E+01,+4.91742718E+01
265,03/22/2024 00:31:26.966,+4.94478452E+01,+4.95424609E+01,+4.95489339E+01,+4.95895812E+01,+4.91695485E+01
266,03/22/2024 00:31:36.975,+4.94606947E+01,+4.95550308E+01,+4.95568484E+01,+4.95973988E+01,+4.91639968E+01
267,03/22/2024 00:31:46.948,+4.94660306E+01,+4.95584322E+01,+4.95677443E+01,+4.95807163E+01,+4.91616477E+01
268,03/22/2024 00:31:56.948,+4.94729939E+01,+4.95378698E+01,+4.95586641E+01,+4.96000068E+01,+4.91923079E+01
269,03/22/2024 00:32:06.964,+4.94532956E+01,+4.95546040E+01,+4.95519403E+01,+4.95861284E+01,+4.91449900E+01
270,03/22/2024 00:32:16.956,+4.94702581E+01,+4.95487920E+01,+4.95529218E+01,+4.95892991E+01,+4.91769195E+01
271,03/22/2024 00:32:26.949,+4.94663194E+01,+4.95475052E+01,+4.95591167E+01,+4.95948469E+01,+4.91715289E+01
272,03/22/2024 00:32:36.952,+4.94834842E+01,+4.95545537E+01,+4.95734656E+01,+4.96096151E+01,+4.92079728E+01
273,03/22/2024 00:32:46.949,+4.94757576E+01,+4.95547880E+01,+4.95714749E+01,+4.96010547E+01,+4.91919260E+01
274,03/22/2024 00:32:56.973,+4.94756521E+01,+4.95676255E+01,+4.95773128E+01,+4.96261056E+01,+4.91863152E+01
275,03/22/2024 00:33:06.952,+4.94789817E+01,+4.95636516E+01,+4.95610376E+01,+4.96007707E+01,+4.91780147E+01
276,03/22/2024 00:33:16.949,+4.94644183E+01,+4.95480230E+01,+4.95627062E+01,+4.96022447E+01,+4.91915192E+01
277,03/22/2024 00:33:26.990,+4.94809625E+01,+4.95518287E+01,+4.95728519E+01,+4.96024676E+01,+4.91714324E+01
278,03/22/2024 00:33:36.948,+4.94745142E+01,+4.95558087E+01,+4.95658230E+01,+4.96002208E+01,+4.91941399E+01
279,03/22/2024 00:33:46.954,+4.94585809E+01,+4.95459984E+01,+4.95573998E+01,+4.95870098E+01,+4.91774207E+01
280,03/22/2024 00:33:56.957,+4.94765197E+01,+4.95653926E+01,+4.95784653E+01,+4.96164251E+01,+4.91904782E+01
281,03/22/2024 00:34:06.955,+4.94754655E+01,+4.95536107E+01,+4.95636122E+01,+4.96014566E+01,+4.91617005E+01
282,03/22/2024 00:34:16.948,+4.94800449E+01,+4.95716491E+01,+4.95896002E+01,+4.96237088E+01,+4.91855472E+01
283,03/22/2024 00:34:26.962,+4.94739204E+01,+4.95651476E+01,+4.95642274E+01,+4.95973775E+01,+4.91631511E+01
284,03/22/2024 00:34:36.948,+4.94852147E+01,+4.95697533E+01,+4.95811120E+01,+4.96171961E+01,+4.91951386E+01
285,03/22/2024 00:34:46.949,+4.94682957E+01,+4.95569692E+01,+4.95698671E+01,+4.96034821E+01,+4.92005872E+01
286,03/22/2024 00:34:56.948,+4.94833107E+01,+4.95776537E+01,+4.95817842E+01,+4.96185159E+01,+4.92247315E+01
287,03/22/2024 00:35:06.979,+4.94579653E+01,+4.95536475E+01,+4.95562740E+01,+4.95916134E+01,+4.91679273E+01
288,03/22/2024 00:35:16.949,+4.94698865E+01,+4.95490375E+01,+4.95604256E+01,+4.95961456E+01,+4.91706379E+01
289,03/22/2024 00:35:26.949,+4.94675527E+01,+4.95451686E+01,+4.95470092E+01,+4.95933704E+01,+4.91372339E+01
290,03/22/2024 00:35:36.955,+4.94694454E+01,+4.95576891E+01,+4.95612855E+01,+4.95925897E+01,+4.91431867E+01
