Sweep #,Time,Chan 101 (C),Chan 102 (C),Chan 103 (C),Chan 104 (C),Chan 105 (C)
32,03/21/2024 23:28:50.135,+4.35191773E+01,+4.33334368E+01,+4.36887691E+01,+4.37364442E+01,+4.46565032E+01
33,03/21/2024 23:29:00.148,+4.35882648E+01,+4.33852204E+01,+4.37484645E+01,+4.37845406E+01,+4.47492150E+01
34,03/21/2024 23:29:10.184,+4.36260312E+01,+4.34354020E+01,+4.38053182E+01,+4.38313837E+01,+4.48181910E+01
35,03/21/2024 23:29:20.130,+4.36731811E+01,+4.34873670E+01,+4.38462146E+01,+4.38913584E+01,+4.48705581E+01
36,03/21/2024 23:29:30.155,+4.37210442E+01,+4.35369808E+01,+4.39047892E+01,+4.39301107E+01,+4.49118125E+01
37,03/21/2024 23:29:40.129,+4.37822624E+01,+4.35842317E+01,+4.39292782E+01,+4.39567014E+01,+4.49453575E+01
38,03/21/2024 23:29:50.155,+4.38162651E+01,+4.36272850E+01,+4.39910671E+01,+4.40106848E+01,+4.50273379E+01
39,03/21/2024 23:30:00.130,+4.38740220E+01,+4.36784895E+01,+4.40366526E+01,+4.40543120E+01,+4.50636021E+01
40,03/21/2024 23:30:10.150,+4.39170094E+01,+4.37086249E+01,+4.40480829E+01,+4.40743623E+01,+4.50749815E+01
41,03/21/2024 23:30:20.130,+4.39457961E+01,+4.37724073E+01,+4.40803393E+01,+4.41080158E+01,+4.50902457E+01
42,03/21/2024 23:30:30.143,+4.39475845E+01,+4.37630679E+01,+4.40760804E+01,+4.40863940E+01,+4.51157519E+01
43,03/21/2024 23:30:40.116,+4.39738843E+01,+4.37707937E+01,+4.41005298E+01,+4.41115321E+01,+4.51358915E+01
44,03/21/2024 23:30:50.116,+4.40076171E+01,+4.38274346E+01,+4.41485596E+01,+4.41597307E+01,+4.51519108E+01
45,03/21/2024 23:31:00.116,+4.40306063E+01,+4.38499379E+01,+4.41487344E+01,+4.41888644E+01,+4.51566437E+01
46,03/21/2024 23:31:10.158,+4.40488928E+01,+4.38710435E+01,+4.41828393E+01,+4.42177988E+01,+4.51702755E+01
47,03/21/2024 23:31:20.116,+4.41010903E+01,+4.39168127E+01,+4.42333372E+01,+4.42699658E+01,+4.51813368E+01
48,03/21/2024 23:31:30.147,+4.40962798E+01,+4.39109310E+01,+4.42194053E+01,+4.42690725E+01,+4.51658778E+01
49,03/21/2024 23:31:40.152,+4.41352560E+01,+4.39281316E+01,+4.42233254E+01,+4.42437151E+01,+4.51754922E+01
50,03/21/2024 23:31:50.166,+4.41389160E+01,+4.39624654E+01,+4.42461564E+01,+4.42763101E+01,+4.51838682E+01
51,03/21/2024 23:32:00.143,+4.41401643E+01,+4.39941409E+01,+4.42656244E+01,+4.42957397E+01,+4.51459890E+01
52,03/21/2024 23:32:10.137,+4.41558906E+01,+4.39874402E+01,+4.42517178E+01,+4.42799103E+01,+4.51820937E+01
53,03/21/2024 23:32:20.116,+4.41588343E+01,+4.40001831E+01,+4.42494908E+01,+4.42634851E+01,+4.51541461E+01
54,03/21/2024 23:32:30.116,+4.41595437E+01,+4.40089277E+01,+4.42447527E+01,+4.42851109E+01,+4.51339403E+01
55,03/21/2024 23:32:40.159,+4.41586357E+01,+4.40178434E+01,+4.42789158E+01,+4.43183897E+01,+4.51453031E+01
56,03/21/2024 23:32:50.119,+4.41831732E+01,+4.40417266E+01,+4.42773255E+01,+4.42966558E+01,+4.51180110E+01
57,03/21/2024 23:33:00.116,+4.41650592E+01,+4.40409475E+01,+4.42696061E+01,+4.42902219E+01,+4.50876397E+01
58,03/21/2024 23:33:10.116,+4.41770200E+01,+4.40501340E+01,+4.42671137E+01,+4.42925387E+01,+4.50464558E+01
59,03/21/2024 23:33:20.118,+4.41877491E+01,+4.40613169E+01,+4.42682171E+01,+4.42894543E+01,+4.50457964E+01
60,03/21/2024 23:33:30.152,+4.41785129E+01,+4.40690130E+01,+4.42705516E+01,+4.42946166E+01,+4.50140254E+01
61,03/21/2024 23:33:40.116,+4.41768406E+01,+4.40745646E+01,+4.42665768E+01,+4.42945049E+01,+4.50082069E+01
62,03/21/2024 23:33:50.116,+4.41905393E+01,+4.41024312E+01,+4.43005762E+01,+4.43277271E+01,+4.50258123E+01
63,03/21/2024 23:34:00.150,+4.41841298E+01,+4.40771119E+01,+4.42607947E+01,+4.42804930E+01,+4.49735408E+01
64,03/21/2024 23:34:10.149,+4.41994424E+01,+4.41061848E+01,+4.42793897E+01,+4.43099500E+01,+4.49756299E+01
65,03/21/2024 23:34:20.116,+4.42009197E+01,+4.41038138E+01,+4.42746029E+01,+4.43131033E+01,+4.49365284E+01
66,03/21/2024 23:34:30.116,+4.41866522E+01,+4.40901681E+01,+4.42641605E+01,+4.42866130E+01,+4.48986547E+01
67,03/21/2024 23:34:40.129,+4.41776966E+01,+4.40859662E+01,+4.42466739E+01,+4.42796433E+01,+4.48830376E+01
68,03/21/2024 23:34:50.116,+4.41828555E+01,+4.40982530E+01,+4.42642650E+01,+4.42954918E+01,+4.48484188E+01
69,03/21/2024 23:35:00.116,+4.41604605E+01,+4.40901382E+01,+4.42328165E+01,+4.42598730E+01,+4.48102505E+01
70,03/21/2024 23:35:10.116,+4.41628696E+01,+4.40825372E+01,+4.42311141E+01,+4.42659028E+01,+4.47892232E+01
71,03/21/2024 23:35:20.120,+4.41555537E+01,+4.40739662E+01,+4.42130065E+01,+4.42457457E+01,+4.47624821E+01
72,03/21/2024 23:35:30.128,+4.41666633E+01,+4.40765770E+01,+4.42026290E+01,+4.42390046E+01,+4.47471998E+01
73,03/21/2024 23:35:40.119,+4.41609210E+01,+4.40778527E+01,+4.42106079E+01,+4.42539407E+01,+4.47372049E+01
74,03/21/2024 23:35:50.154,+4.41677470E+01,+4.40935332E+01,+4.42254647E+01,+4.42659577E+01,+4.47156948E+01
75,03/21/2024 23:36:00.116,+4.41629996E+01,+4.40978485E+01,+4.42087758E+01,+4.42518557E+01,+4.46679369E+01
76,03/21/2024 23:36:10.145,+4.41624376E+01,+4.40968774E+01,+4.42190011E+01,+4.42589075E+01,+4.46551260E+01
77,03/21/2024 23:36:20.117,+4.41499501E+01,+4.40720126E+01,+4.41799461E+01,+4.42125931E+01,+4.46025702E+01
78,03/21/2024 23:36:30.142,+4.41523605E+01,+4.40961977E+01,+4.42007963E+01,+4.42320923E+01,+4.46379946E+01
79,03/21/2024 23:36:40.142,+4.41295032E+01,+4.40888273E+01,+4.41752993E+01,+4.42102618E+01,+4.45805041E+01
80,03/21/2024 23:36:50.151,+4.41228838E+01,+4.40792045E+01,+4.41745888E+01,+4.42069216E+01,+4.45605191E+01
81,03/21/2024 23:37:00.163,+4.41061692E+01,+4.40658816E+01,+4.41436572E+01,+4.42034645E+01,+4.45282153E+01
82,03/21/2024 23:37:10.116,+4.40999252E+01,+4.40668429E+01,+4.41578547E+01,+4.41852847E+01,+4.44739087E+01
83,03/21/2024 23:37:20.131,+4.41145217E+01,+4.40828364E+01,+4.41663863E+01,+4.42044381E+01,+4.44751474E+01
84,03/21/2024 23:37:30.116,+4.41063061E+01,+4.40698637E+01,+4.41605213E+01,+4.41877020E+01,+4.44640520E+01
85,03/21/2024 23:37:40.150,+4.40957782E+01,+4.40741526E+01,+4.41365382E+01,+4.41688108E+01,+4.44421209E+01
86,03/21/2024 23:37:50.164,+4.41090449E+01,+4.40845292E+01,+4.41546690E+01,+4.41835340E+01,+4.44226945E+01
87,03/21/2024 23:38:00.156,+4.41003947E+01,+4.40907928E+01,+4.41566569E+01,+4.42005309E+01,+4.44011523E+01
88,03/21/2024 23:38:10.116,+4.41112640E+01,+4.41046277E+01,+4.41556732E+01,+4.41954286E+01,+4.44292706E+01
89,03/21/2024 23:38:20.129,+4.40828993E+01,+4.40736107E+01,+4.41298765E+01,+4.41650548E+01,+4.43703542E+01
90,03/21/2024 23:38:30.122,+4.40860005E+01,+4.40721526E+01,+4.41308067E+01,+4.41702485E+01,+4.43553636E+01
91,03/21/2024 23:38:40.116,+4.40935320E+01,+4.40831719E+01,+4.41327641E+01,+4.41699812E+01,+4.43480973E+01
92,03/21/2024 23:38:50.137,+4.41026062E+01,+4.41001154E+01,+4.41532612E+01,+4.41700426E+01,+4.43439844E+01
93,03/21/2024 23:39:00.154,+4.40984405E+01,+4.40842765E+01,+4.41313067E+01,+4.41730787E+01,+4.42982053E+01
94,03/21/2024 23:39:10.116,+4.40908088E+01,+4.40987435E+01,+4.41344410E+01,+4.41740243E+01,+4.43115905E+01
95,03/21/2024 23:39:20.132,+4.40754928E+01,+4.40714686E+01,+4.41134443E+01,+4.41469798E+01,+4.42659479E+01
96,03/21/2024 23:39:30.116,+4.40881073E+01,+4.40739001E+01,+4.41309072E+01,+4.41893979E+01,+4.42677381E+01
97,03/21/2024 23:39:40.166,+4.40898819E+01,+4.40834797E+01,+4.41328273E+01,+4.41552921E+01,+4.42520576E+01
98,03/21/2024 23:39:50.127,+4.40964732E+01,+4.40977797E+01,+4.41285292E+01,+4.41759867E+01,+4.42656557E+01
99,03/21/2024 23:40:00.116,+4.40679643E+01,+4.40834279E+01,+4.41244782E+01,+4.41514423E+01,+4.42336863E+01
100,03/21/2024 23:40:10.116,+4.40853133E+01,+4.40830157E+01,+4.41199721E+01,+4.41538936E+01,+4.42357620E+01
101,03/21/2024 23:40:20.119,+4.40711309E+01,+4.40833423E+01,+4.41193892E+01,+4.41569237E+01,+4.42024929E+01
102,03/21/2024 23:40:30.116,+4.40615261E+01,+4.40699065E+01,+4.41010908E+01,+4.41510491E+01,+4.41841695E+01
103,03/21/2024 23:40:40.117,+4.40720886E+01,+4.40649241E+01,+4.41094595E+01,+4.41494033E+01,+4.41955716E+01
104,03/21/2024 23:40:50.118,+4.40790278E+01,+4.40934566E+01,+4.41348701E+01,+4.41483563E+01,+4.41789570E+01
105,03/21/2024 23:41:00.116,+4.40846771E+01,+4.40829442E+01,+4.41255174E+01,+4.41545334E+01,+4.41515594E+01
106,03/21/2024 23:41:10.116,+4.40649750E+01,+4.40826217E+01,+4.40983267E+01,+4.41426173E+01,+4.41515568E+01
107,03/21/2024 23:41:20.165,+4.40695449E+01,+4.40820440E+01,+4.41221889E+01,+4.41611479E+01,+4.41439237E+01
108,03/21/2024 23:41:30.148,+4.40856083E+01,+4.40833358E+01,+4.41099845E+01,+4.41542509E+01,+4.41491623E+01
109,03/21/2024 23:41:40.116,+4.40868558E+01,+4.40990221E+01,+4.41351016E+01,+4.41654540E+01,+4.41454795E+01
110,03/21/2024 23:41:50.116,+4.40793229E+01,+4.40899787E+01,+4.41241822E+01,+4.41666699E+01,+4.41441589E+01
111,03/21/2024 23:42:00.116,+4.40927773E+01,+4.41161690E+01,+4.41447029E+01,+4.41755289E+01,+4.41365280E+01
112,03/21/2024 23:42:10.174,+4.41051638E+01,+4.41209410E+01,+4.41391358E+01,+4.41762944E+01,+4.41306143E+01
113,03/21/2024 23:42:20.116,+4.40959091E+01,+4.41281953E+01,+4.41497294E+01,+4.41847177E+01,+4.41380777E+01
114,03/21/2024 23:42:30.117,+4.40878554E+01,+4.41110335E+01,+4.41485359E+01,+4.41692085E+01,+4.41236018E+01
115,03/21/2024 23:42:40.145,+4.40900778E+01,+4.41125413E+01,+4.41488915E+01,+4.41824097E+01,+4.41227904E+01
116,03/21/2024 23:42:50.116,+4.40979961E+01,+4.41215789E+01,+4.41548131E+01,+4.41822228E+01,+4.41105145E+01
117,03/21/2024 23:43:00.147,+4.41098760E+01,+4.41281104E+01,+4.41709094E+01,+4.41944935E+01,+4.41279609E+01
118,03/21/2024 23:43:10.116,+4.41170772E+01,+4.41216421E+01,+4.41584976E+01,+4.42028457E+01,+4.41221744E+01
119,03/21/2024 23:43:20.168,+4.41114140E+01,+4.41259119E+01,+4.41630930E+01,+4.41926522E+01,+4.41442831E+01
120,03/21/2024 23:43:30.118,+4.41273390E+01,+4.41448670E+01,+4.41903437E+01,+4.42135349E+01,+4.41216346E+01
121,03/21/2024 23:43:40.116,+4.41182305E+01,+4.41380649E+01,+4.41827115E+01,+4.42149850E+01,+4.41235090E+01
122,03/21/2024 23:43:50.162,+4.41231901E+01,+4.41365523E+01,+4.41726561E+01,+4.42026280E+01,+4.41031871E+01
123,03/21/2024 23:44:00.131,+4.41235354E+01,+4.41433116E+01,+4.41806332E+01,+4.42147568E+01,+4.41001388E+01
124,03/21/2024 23:44:10.116,+4.41418671E+01,+4.41539966E+01,+4.41954277E+01,+4.42223366E+01,+4.41270851E+01
125,03/21/2024 23:44:20.123,+4.41405110E+01,+4.41651019E+01,+4.41983369E+01,+4.42382280E+01,+4.41106412E+01
126,03/21/2024 23:44:30.118,+4.41353885E+01,+4.41585848E+01,+4.41920395E+01,+4.42146452E+01,+4.40813241E+01
127,03/21/2024 23:44:40.145,+4.41409077E+01,+4.41690021E+01,+4.41900769E+01,+4.42235660E+01,+4.41133941E+01
128,03/21/2024 23:44:50.168,+4.41428322E+01,+4.41678514E+01,+4.42034096E+01,+4.42349077E+01,+4.41148659E+01
129,03/21/2024 23:45:00.116,+4.41642664E+01,+4.41834220E+01,+4.42194813E+01,+4.42470312E+01,+4.41145674E+01
130,03/21/2024 23:45:10.145,+4.41595363E+01,+4.41821312E+01,+4.42134486E+01,+4.42377335E+01,+4.41027396E+01
131,03/21/2024 23:45:20.116,+4.41588564E+01,+4.41804048E+01,+4.42137601E+01,+4.42572668E+01,+4.41236955E+01
132,03/21/2024 23:45:30.137,+4.41795493E+01,+4.41974151E+01,+4.42294792E+01,+4.42638805E+01,+4.41109106E+01
133,03/21/2024 23:45:40.153,+4.41756709E+01,+4.41984655E+01,+4.42381977E+01,+4.42702041E+01,+4.41261673E+01
134,03/21/2024 23:45:50.145,+4.41715856E+01,+4.41971308E+01,+4.42224460E+01,+4.42514058E+01,+4.41028773E+01
135,03/21/2024 23:46:00.116,+4.41896238E+01,+4.42107853E+01,+4.42437334E+01,+4.42801683E+01,+4.41206314E+01
136,03/21/2024 23:46:10.123,+4.41869957E+01,+4.42056509E+01,+4.42503110E+01,+4.42721002E+01,+4.41291051E+01
137,03/21/2024 23:46:20.116,+4.41913525E+01,+4.42188512E+01,+4.42621145E+01,+4.43045506E+01,+4.41372052E+01
138,03/21/2024 23:46:30.171,+4.41879675E+01,+4.42158127E+01,+4.42451266E+01,+4.42721718E+01,+4.41171214E+01
139,03/21/2024 23:46:40.127,+4.41949203E+01,+4.42204847E+01,+4.42458323E+01,+4.42762683E+01,+4.41137033E+01
140,03/21/2024 23:46:50.116,+4.41984934E+01,+4.42240652E+01,+4.42583258E+01,+4.42839535E+01,+4.41085299E+01
