Sweep #,Time,Chan 101 (C),Chan 102 (C),Chan 103 (C),Chan 104 (C),Chan 105 (C)
19,03/22/2024 01:45:51.444,+5.84403273E+01,+5.92460255E+01,+5.85925284E+01,+5.84276077E+01,+5.76671037E+01
20,03/22/2024 01:46:01.388,+5.82706036E+01,+5.90859181E+01,+5.84123941E+01,+5.82110733E+01,+5.75235232E+01
21,03/22/2024 01:46:11.388,+5.80879121E+01,+5.88961763E+01,+5.82389793E+01,+5.80463419E+01,+5.75341683E+01
22,03/22/2024 01:46:21.397,+5.79105447E+01,+5.87579862E+01,+5.80478932E+01,+5.78687538E+01,+5.71894451E+01
23,03/22/2024 01:46:31.416,+5.76974794E+01,+5.85874294E+01,+5.78861102E+01,+5.76882855E+01,+5.71535824E+01
24,03/22/2024 01:46:41.388,+5.75507206E+01,+5.84355516E+01,+5.77069137E+01,+5.75143457E+01,+5.68327897E+01
25,03/22/2024 01:46:51.388,+5.73250042E+01,+5.82459049E+01,+5.75381399E+01,+5.73672868E+01,+5.63278460E+01
26,03/22/2024 01:47:01.395,+5.72189150E+01,+5.81757984E+01,+5.74309153E+01,+5.72503963E+01,+5.65219697E+01
27,03/22/2024 01:47:11.395,+5.70224075E+01,+5.79423574E+01,+5.72336575E+01,+5.70376064E+01,+5.64887104E+01
28,03/22/2024 01:47:21.396,+5.68903055E+01,+5.78200860E+01,+5.70645477E+01,+5.68908966E+01,+5.60780879E+01
29,03/22/2024 01:47:31.388,+5.67168147E+01,+5.76131005E+01,+5.68355570E+01,+5.66417385E+01,+5.62593051E+01
30,03/22/2024 01:47:41.409,+5.65405408E+01,+5.74663772E+01,+5.66888073E+01,+5.65001073E+01,+5.60220260E+01
31,03/22/2024 01:47:51.388,+5.64431388E+01,+5.73761787E+01,+5.66377266E+01,+5.64364363E+01,+5.58116887E+01
32,03/22/2024 01:48:01.388,+5.62197188E+01,+5.71646446E+01,+5.63912573E+01,+5.61839573E+01,+5.58477600E+01
33,03/22/2024 01:48:11.388,+5.61202625E+01,+5.70515674E+01,+5.62874224E+01,+5.60767387E+01,+5.55628037E+01
34,03/22/2024 01:48:21.421,+5.59236225E+01,+5.69051550E+01,+5.61498191E+01,+5.59404256E+01,+5.54005280E+01
35,03/22/2024 01:48:31.388,+5.58011446E+01,+5.67568620E+01,+5.59816674E+01,+5.57691021E+01,+5.54021598E+01
36,03/22/2024 01:48:41.388,+5.55646535E+01,+5.65659307E+01,+5.58123185E+01,+5.55923173E+01,+5.49607669E+01
37,03/22/2024 01:48:51.442,+5.54566321E+01,+5.64616397E+01,+5.56895917E+01,+5.55105576E+01,+5.50351749E+01
38,03/22/2024 01:49:01.409,+5.53148600E+01,+5.62987699E+01,+5.55242912E+01,+5.52786985E+01,+5.44707138E+01
39,03/22/2024 01:49:11.407,+5.51174787E+01,+5.61014399E+01,+5.53528523E+01,+5.51530053E+01,+5.44874607E+01
40,03/22/2024 01:49:21.388,+5.49423248E+01,+5.59463852E+01,+5.51585121E+01,+5.49822030E+01,+5.44677685E+01
41,03/22/2024 01:49:31.390,+5.48053155E+01,+5.58404661E+01,+5.51003738E+01,+5.48702353E+01,+5.43883042E+01
42,03/22/2024 01:49:41.388,+5.46570396E+01,+5.56841559E+01,+5.48904869E+01,+5.46547847E+01,+5.39331711E+01
43,03/22/2024 01:49:51.395,+5.44883753E+01,+5.55288867E+01,+5.47284596E+01,+5.45222394E+01,+5.37295829E+01
44,03/22/2024 01:50:01.388,+5.43424679E+01,+5.53717075E+01,+5.45569350E+01,+5.43403089E+01,+5.38372531E+01
45,03/22/2024 01:50:11.388,+5.42063664E+01,+5.52206355E+01,+5.44397191E+01,+5.42124900E+01,+5.34117762E+01
46,03/22/2024 01:50:21.391,+5.40457858E+01,+5.51016688E+01,+5.43053926E+01,+5.40649537E+01,+5.33313208E+01
47,03/22/2024 01:50:31.401,+5.38941231E+01,+5.49388600E+01,+5.40855622E+01,+5.38573815E+01,+5.33282329E+01
48,03/22/2024 01:50:41.405,+5.37250218E+01,+5.47261496E+01,+5.39080886E+01,+5.36881992E+01,+5.30881729E+01
49,03/22/2024 01:50:51.388,+5.36511095E+01,+5.47026030E+01,+5.38643459E+01,+5.36618865E+01,+5.32927505E+01
50,03/22/2024 01:51:01.428,+5.34517154E+01,+5.44957351E+01,+5.36998245E+01,+5.34688309E+01,+5.30276819E+01
51,03/22/2024 01:51:11.395,+5.32465155E+01,+5.43612599E+01,+5.35400612E+01,+5.33517733E+01,+5.29542101E+01
52,03/22/2024 01:51:21.398,+5.30946094E+01,+5.42283222E+01,+5.34212194E+01,+5.32045871E+01,+5.24136241E+01
53,03/22/2024 01:51:31.388,+5.29956512E+01,+5.41111011E+01,+5.33082520E+01,+5.31012302E+01,+5.25902640E+01
54,03/22/2024 01:51:41.407,+5.27864089E+01,+5.39561293E+01,+5.31551876E+01,+5.29175878E+01,+5.21964615E+01
55,03/22/2024 01:51:51.392,+5.26853929E+01,+5.38530648E+01,+5.30491362E+01,+5.28027262E+01,+5.21455668E+01
56,03/22/2024 01:52:01.393,+5.25034971E+01,+5.36323055E+01,+5.28082041E+01,+5.26032728E+01,+5.18068956E+01
57,03/22/2024 01:52:11.388,+5.24613484E+01,+5.35603875E+01,+5.27440370E+01,+5.24804053E+01,+5.19019295E+01
58,03/22/2024 01:52:21.419,+5.22374983E+01,+5.34254625E+01,+5.26325322E+01,+5.23592992E+01,+5.16280269E+01
59,03/22/2024 01:52:31.388,+5.21266873E+01,+5.32750681E+01,+5.24721903E+01,+5.22611379E+01,+5.15055859E+01
60,03/22/2024 01:52:41.388,+5.19458394E+01,+5.30818613E+01,+5.22460911E+01,+5.20243862E+01,+5.14035900E+01
61,03/22/2024 01:52:51.426,+5.18000698E+01,+5.29117696E+01,+5.21211841E+01,+5.19066041E+01,+5.14169741E+01
62,03/22/2024 01:53:01.388,+5.16277378E+01,+5.27997423E+01,+5.20219909E+01,+5.17817859E+01,+5.12339506E+01
63,03/22/2024 01:53:11.388,+5.15680845E+01,+5.27363604E+01,+5.19137460E+01,+5.16934491E+01,+5.14517915E+01
64,03/22/2024 01:53:21.388,+5.14513583E+01,+5.25864722E+01,+5.17926351E+01,+5.15570979E+01,+5.05194843E+01
65,03/22/2024 01:53:31.397,+5.12557549E+01,+5.24070986E+01,+5.15908021E+01,+5.13389437E+01,+5.06933571E+01
66,03/22/2024 01:53:41.388,+5.10471481E+01,+5.22423199E+01,+5.14259006E+01,+5.12213152E+01,+5.03553672E+01
67,03/22/2024 01:53:51.426,+5.09365292E+01,+5.21206000E+01,+5.13346946E+01,+5.11274522E+01,+5.04240073E+01
68,03/22/2024 01:54:01.388,+5.08257551E+01,+5.20352130E+01,+5.12158775E+01,+5.09495914E+01,+4.99808736E+01
69,03/22/2024 01:54:11.425,+5.06561603E+01,+5.18350289E+01,+5.10521612E+01,+5.07827622E+01,+4.99837889E+01
70,03/22/2024 01:54:21.388,+5.05165029E+01,+5.17008206E+01,+5.08559805E+01,+5.06226127E+01,+5.01249858E+01
71,03/22/2024 01:54:31.391,+5.03435574E+01,+5.15787714E+01,+5.07353974E+01,+5.05048865E+01,+5.01181452E+01
72,03/22/2024 01:54:41.388,+5.02147289E+01,+5.14226949E+01,+5.06189536E+01,+5.03486490E+01,+4.98253046E+01
73,03/22/2024 01:54:51.429,+5.01470630E+01,+5.12686763E+01,+5.04840777E+01,+5.02410559E+01,+4.98776287E+01
74,03/22/2024 01:55:01.388,+5.00350241E+01,+5.12175217E+01,+5.04526800E+01,+5.01437222E+01,+4.91677485E+01
75,03/22/2024 01:55:11.388,+4.99053623E+01,+5.10592510E+01,+5.02452863E+01,+4.99818168E+01,+4.92819230E+01
76,03/22/2024 01:55:21.388,+4.97110436E+01,+5.08656962E+01,+5.01307637E+01,+4.99001327E+01,+4.92255810E+01
77,03/22/2024 01:55:31.388,+4.95626802E+01,+5.07209244E+01,+4.99886585E+01,+4.97710633E+01,+4.90690260E+01
78,03/22/2024 01:55:41.388,+4.94573901E+01,+5.06254098E+01,+4.98400374E+01,+4.96194274E+01,+4.90264453E+01
79,03/22/2024 01:55:51.415,+4.93074221E+01,+5.04435425E+01,+4.97279144E+01,+4.95028074E+01,+4.88442226E+01
80,03/22/2024 01:56:01.388,+4.91531886E+01,+5.02908813E+01,+4.95604352E+01,+4.93480452E+01,+4.88127459E+01
81,03/22/2024 01:56:11.388,+4.90779501E+01,+5.02327574E+01,+4.95036552E+01,+4.93107966E+01,+4.88200816E+01
82,03/22/2024 01:56:21.388,+4.89219246E+01,+5.00004459E+01,+4.92937189E+01,+4.91187418E+01,+4.90249499E+01
83,03/22/2024 01:56:31.388,+4.87530713E+01,+4.99263255E+01,+4.92219526E+01,+4.90009365E+01,+4.85595869E+01
84,03/22/2024 01:56:41.388,+4.86544645E+01,+4.98244072E+01,+4.91524873E+01,+4.89193732E+01,+4.82048197E+01
85,03/22/2024 01:56:51.394,+4.85112767E+01,+4.96428559E+01,+4.89412751E+01,+4.87516742E+01,+4.81824035E+01
86,03/22/2024 01:57:01.388,+4.83583548E+01,+4.94927912E+01,+4.88413297E+01,+4.86399216E+01,+4.82560536E+01
87,03/22/2024 01:57:11.388,+4.82311044E+01,+4.93850948E+01,+4.87149834E+01,+4.85657654E+01,+4.80884065E+01
88,03/22/2024 01:57:21.422,+4.81446143E+01,+4.92485739E+01,+4.85763312E+01,+4.83811063E+01,+4.79135106E+01
89,03/22/2024 01:57:31.443,+4.80098474E+01,+4.91166945E+01,+4.84225865E+01,+4.82399944E+01,+4.77164012E+01
90,03/22/2024 01:57:41.388,+4.78856340E+01,+4.89780230E+01,+4.83050771E+01,+4.81270825E+01,+4.78249081E+01
91,03/22/2024 01:57:51.388,+4.77147904E+01,+4.88481886E+01,+4.81808497E+01,+4.79501038E+01,+4.77694034E+01
92,03/22/2024 01:58:01.414,+4.75491933E+01,+4.87013905E+01,+4.80137294E+01,+4.78445222E+01,+4.76830476E+01
93,03/22/2024 01:58:11.389,+4.74555599E+01,+4.85864622E+01,+4.79065466E+01,+4.77410524E+01,+4.73388970E+01
94,03/22/2024 01:58:21.388,+4.73242482E+01,+4.84519265E+01,+4.77493739E+01,+4.76051329E+01,+4.73127214E+01
95,03/22/2024 01:58:31.416,+4.71990061E+01,+4.83626179E+01,+4.76556562E+01,+4.74398622E+01,+4.70229690E+01
96,03/22/2024 01:58:41.439,+4.71262958E+01,+4.82535944E+01,+4.75338235E+01,+4.73460409E+01,+4.70341267E+01
97,03/22/2024 01:58:51.388,+4.70554448E+01,+4.81309224E+01,+4.74153495E+01,+4.72473937E+01,+4.67910446E+01
98,03/22/2024 01:59:01.388,+4.68705611E+01,+4.80058604E+01,+4.72970433E+01,+4.71101272E+01,+4.65290444E+01
99,03/22/2024 01:59:11.388,+4.67156703E+01,+4.78715770E+01,+4.71497856E+01,+4.69865683E+01,+4.61329272E+01
100,03/22/2024 01:59:21.388,+4.66009488E+01,+4.77237779E+01,+4.70465975E+01,+4.68755663E+01,+4.64344575E+01
101,03/22/2024 01:59:31.388,+4.64911643E+01,+4.76212247E+01,+4.69386380E+01,+4.67676490E+01,+4.61784767E+01
102,03/22/2024 01:59:41.388,+4.63282007E+01,+4.74546107E+01,+4.67655828E+01,+4.65798856E+01,+4.57196061E+01
103,03/22/2024 01:59:51.388,+4.62313945E+01,+4.73326051E+01,+4.67008789E+01,+4.65187294E+01,+4.62789498E+01
104,03/22/2024 02:00:01.390,+4.60931233E+01,+4.72001135E+01,+4.65097864E+01,+4.63630968E+01,+4.57767369E+01
105,03/22/2024 02:00:11.388,+4.59642426E+01,+4.71226084E+01,+4.64821338E+01,+4.63221881E+01,+4.53788476E+01
106,03/22/2024 02:00:21.388,+4.58160617E+01,+4.69801305E+01,+4.63175540E+01,+4.61392970E+01,+4.55527124E+01
107,03/22/2024 02:00:31.388,+4.57316180E+01,+4.68329163E+01,+4.61228507E+01,+4.59864755E+01,+4.56655272E+01
108,03/22/2024 02:00:41.388,+4.55850437E+01,+4.66923084E+01,+4.59975317E+01,+4.58315847E+01,+4.58388001E+01
109,03/22/2024 02:00:51.388,+4.54814889E+01,+4.65797229E+01,+4.58590208E+01,+4.56893996E+01,+4.53327119E+01
110,03/22/2024 02:01:01.388,+4.53493489E+01,+4.64314042E+01,+4.57812714E+01,+4.56456226E+01,+4.55591179E+01
111,03/22/2024 02:01:11.388,+4.52377728E+01,+4.62910181E+01,+4.56367998E+01,+4.54468325E+01,+4.54137159E+01
112,03/22/2024 02:01:21.389,+4.51105471E+01,+4.61849947E+01,+4.55159757E+01,+4.53308890E+01,+4.52832533E+01
113,03/22/2024 02:01:31.436,+4.50390580E+01,+4.61349733E+01,+4.54511347E+01,+4.52730151E+01,+4.51800034E+01
114,03/22/2024 02:01:41.388,+4.48870201E+01,+4.59788143E+01,+4.53168890E+01,+4.51301971E+01,+4.48350980E+01
115,03/22/2024 02:01:51.388,+4.47547296E+01,+4.58854234E+01,+4.51866666E+01,+4.50300547E+01,+4.45287915E+01
116,03/22/2024 02:02:01.388,+4.46320373E+01,+4.57439094E+01,+4.50794021E+01,+4.49211977E+01,+4.45478123E+01
117,03/22/2024 02:02:11.425,+4.45280043E+01,+4.56485169E+01,+4.49830836E+01,+4.48029078E+01,+4.44255108E+01
118,03/22/2024 02:02:21.405,+4.44544429E+01,+4.55287340E+01,+4.48360400E+01,+4.46589059E+01,+4.44627049E+01
119,03/22/2024 02:02:31.392,+4.42669270E+01,+4.53391076E+01,+4.46413274E+01,+4.44555405E+01,+4.44109684E+01
120,03/22/2024 02:02:41.443,+4.41545512E+01,+4.52806619E+01,+4.46456639E+01,+4.44457837E+01,+4.40829930E+01
121,03/22/2024 02:02:51.394,+4.40280252E+01,+4.51335931E+01,+4.44641595E+01,+4.42926901E+01,+4.41865205E+01
122,03/22/2024 02:03:01.388,+4.38811608E+01,+4.49871397E+01,+4.42880811E+01,+4.41176306E+01,+4.40807178E+01
123,03/22/2024 02:03:11.417,+4.37808287E+01,+4.48971900E+01,+4.42305713E+01,+4.40523985E+01,+4.36442360E+01
124,03/22/2024 02:03:21.392,+4.36923796E+01,+4.48443839E+01,+4.41131249E+01,+4.39551553E+01,+4.36488727E+01
125,03/22/2024 02:03:31.443,+4.35156021E+01,+4.46727902E+01,+4.39693534E+01,+4.38069741E+01,+4.35496664E+01
126,03/22/2024 02:03:41.388,+4.34109375E+01,+4.44700392E+01,+4.38006255E+01,+4.36651922E+01,+4.36596270E+01
127,03/22/2024 02:03:51.442,+4.33021791E+01,+4.44103290E+01,+4.37018277E+01,+4.35403339E+01,+4.35802726E+01
128,03/22/2024 02:04:01.388,+4.31955099E+01,+4.43297903E+01,+4.36673348E+01,+4.34950138E+01,+4.31975930E+01
129,03/22/2024 02:04:11.400,+4.30470136E+01,+4.41472912E+01,+4.34678963E+01,+4.33302725E+01,+4.32223231E+01
130,03/22/2024 02:04:21.388,+4.29816483E+01,+4.40827710E+01,+4.33972063E+01,+4.32423422E+01,+4.29450115E+01
131,03/22/2024 02:04:31.388,+4.28782963E+01,+4.39765089E+01,+4.33329004E+01,+4.31902900E+01,+4.34348034E+01
132,03/22/2024 02:04:41.388,+4.27550958E+01,+4.38576566E+01,+4.31971555E+01,+4.30142271E+01,+4.29437092E+01
133,03/22/2024 02:04:51.388,+4.26231069E+01,+4.36937054E+01,+4.30443432E+01,+4.29099614E+01,+4.28596440E+01
134,03/22/2024 02:05:01.388,+4.24781543E+01,+4.35560084E+01,+4.29137279E+01,+4.27620181E+01,+4.22998687E+01
135,03/22/2024 02:05:11.396,+4.24034208E+01,+4.34993771E+01,+4.28672454E+01,+4.27149776E+01,+4.29186575E+01
136,03/22/2024 02:05:21.411,+4.23135449E+01,+4.33923197E+01,+4.27140422E+01,+4.25756457E+01,+4.27425140E+01
137,03/22/2024 02:05:31.414,+4.22243318E+01,+4.32919200E+01,+4.26576799E+01,+4.24876002E+01,+4.22488776E+01
138,03/22/2024 02:05:41.388,+4.20834896E+01,+4.32227743E+01,+4.26047865E+01,+4.23874967E+01,+4.20085401E+01
139,03/22/2024 02:05:51.388,+4.19831736E+01,+4.30907405E+01,+4.24776064E+01,+4.22885290E+01,+4.24095901E+01
140,03/22/2024 02:06:01.424,+4.18977027E+01,+4.29760930E+01,+4.23178868E+01,+4.21043446E+01,+4.22305903E+01
141,03/22/2024 02:06:11.388,+4.17474284E+01,+4.27948031E+01,+4.21525629E+01,+4.19749750E+01,+4.23189668E+01
142,03/22/2024 02:06:21.388,+4.16510701E+01,+4.27439273E+01,+4.20855684E+01,+4.18951988E+01,+4.22422329E+01
143,03/22/2024 02:06:31.388,+4.15447886E+01,+4.26070812E+01,+4.19535974E+01,+4.17942281E+01,+4.17579659E+01
144,03/22/2024 02:06:41.400,+4.14312793E+01,+4.24871236E+01,+4.18580437E+01,+4.17045280E+01,+4.15881901E+01
145,03/22/2024 02:06:51.388,+4.13275986E+01,+4.23946087E+01,+4.17562037E+01,+4.15955202E+01,+4.15094395E+01
146,03/22/2024 02:07:01.388,+4.11682314E+01,+4.22478143E+01,+4.16240146E+01,+4.14680132E+01,+4.19084155E+01
147,03/22/2024 02:07:11.388,+4.10691542E+01,+4.21504815E+01,+4.14941240E+01,+4.13295024E+01,+4.18270979E+01
148,03/22/2024 02:07:21.418,+4.09855341E+01,+4.20446376E+01,+4.14427113E+01,+4.12787894E+01,+4.13508869E+01
149,03/22/2024 02:07:31.388,+4.08230596E+01,+4.18962844E+01,+4.12794648E+01,+4.11191515E+01,+4.13907011E+01
150,03/22/2024 02:07:41.388,+4.07606734E+01,+4.17839915E+01,+4.11674570E+01,+4.09983577E+01,+4.11220440E+01
151,03/22/2024 02:07:51.445,+4.06855356E+01,+4.17490116E+01,+4.10971229E+01,+4.09241203E+01,+4.10606019E+01
152,03/22/2024 02:08:01.388,+4.05597969E+01,+4.15831994E+01,+4.09323602E+01,+4.07440586E+01,+4.08061989E+01
153,03/22/2024 02:08:11.388,+4.04737291E+01,+4.14724903E+01,+4.08393843E+01,+4.06910013E+01,+4.08004882E+01
154,03/22/2024 02:08:21.394,+4.03017912E+01,+4.13509091E+01,+4.07302043E+01,+4.05497218E+01,+4.03867740E+01
155,03/22/2024 02:08:31.425,+4.02599142E+01,+4.12568564E+01,+4.06271069E+01,+4.04735949E+01,+4.09407080E+01
156,03/22/2024 02:08:41.432,+4.01449753E+01,+4.11736658E+01,+4.05309273E+01,+4.03580114E+01,+4.08619882E+01
157,03/22/2024 02:08:51.445,+3.99803869E+01,+4.10144466E+01,+4.04282452E+01,+4.02793587E+01,+4.09329920E+01
158,03/22/2024 02:09:01.395,+3.99267749E+01,+4.09573628E+01,+4.03597514E+01,+4.01975086E+01,+4.08890273E+01
159,03/22/2024 02:09:11.388,+3.97584869E+01,+4.07993158E+01,+4.01928801E+01,+4.00572605E+01,+4.03762084E+01
160,03/22/2024 02:09:21.388,+3.96356527E+01,+4.06771691E+01,+4.00513905E+01,+3.99117429E+01,+3.98561339E+01
161,03/22/2024 02:09:31.388,+3.96014234E+01,+4.05948182E+01,+3.99803439E+01,+3.98223856E+01,+3.96796482E+01
162,03/22/2024 02:09:41.388,+3.94636671E+01,+4.05189660E+01,+3.99396912E+01,+3.97926055E+01,+3.98587721E+01
163,03/22/2024 02:09:51.388,+3.93518395E+01,+4.03979133E+01,+3.98239230E+01,+3.97055832E+01,+3.95017205E+01
164,03/22/2024 02:10:01.388,+3.93296333E+01,+4.03583786E+01,+3.97606184E+01,+3.95685383E+01,+3.97378107E+01
165,03/22/2024 02:10:11.388,+3.92112994E+01,+4.02272500E+01,+3.96181250E+01,+3.94732502E+01,+4.01460063E+01
166,03/22/2024 02:10:21.388,+3.90806234E+01,+4.01442874E+01,+3.95274131E+01,+3.94005915E+01,+3.95384344E+01
167,03/22/2024 02:10:31.417,+3.90003805E+01,+4.00506254E+01,+3.94555577E+01,+3.93260935E+01,+3.96397077E+01
168,03/22/2024 02:10:41.388,+3.88648260E+01,+3.98968355E+01,+3.92896725E+01,+3.91311807E+01,+3.89754315E+01
169,03/22/2024 02:10:51.388,+3.87409435E+01,+3.97607432E+01,+3.91701727E+01,+3.90347571E+01,+3.89283807E+01
170,03/22/2024 02:11:01.389,+3.85752351E+01,+3.96067428E+01,+3.90293590E+01,+3.89012948E+01,+3.90131252E+01
171,03/22/2024 02:11:11.425,+3.84928617E+01,+3.94713477E+01,+3.88862094E+01,+3.87903337E+01,+3.91669418E+01
172,03/22/2024 02:11:21.408,+3.84571037E+01,+3.94271925E+01,+3.88044962E+01,+3.87074847E+01,+3.86479185E+01
173,03/22/2024 02:11:31.390,+3.83188247E+01,+3.93198755E+01,+3.87496529E+01,+3.86596107E+01,+3.91532650E+01
174,03/22/2024 02:11:41.417,+3.82352510E+01,+3.92461577E+01,+3.86425710E+01,+3.85361533E+01,+3.89153505E+01
175,03/22/2024 02:11:51.388,+3.81248165E+01,+3.91349507E+01,+3.85665645E+01,+3.84341734E+01,+3.88565570E+01
176,03/22/2024 02:12:01.388,+3.80186745E+01,+3.90433706E+01,+3.83991094E+01,+3.82854853E+01,+3.88493851E+01
177,03/22/2024 02:12:11.402,+3.79486745E+01,+3.89227861E+01,+3.83557014E+01,+3.82090534E+01,+3.84249028E+01
178,03/22/2024 02:12:21.388,+3.78431873E+01,+3.88123890E+01,+3.82191395E+01,+3.80923106E+01,+3.87649186E+01
179,03/22/2024 02:12:31.388,+3.77792918E+01,+3.86910652E+01,+3.81084065E+01,+3.79953244E+01,+3.86816346E+01
180,03/22/2024 02:12:41.389,+3.76319979E+01,+3.85796600E+01,+3.80147059E+01,+3.78743054E+01,+3.80577578E+01
181,03/22/2024 02:12:51.388,+3.75354086E+01,+3.85132014E+01,+3.79010864E+01,+3.78010745E+01,+3.77333859E+01
182,03/22/2024 02:13:01.393,+3.74418026E+01,+3.84274850E+01,+3.78318073E+01,+3.77026461E+01,+3.83529058E+01
183,03/22/2024 02:13:11.401,+3.73846649E+01,+3.83558462E+01,+3.77813113E+01,+3.76755289E+01,+3.86313347E+01
184,03/22/2024 02:13:21.388,+3.72815025E+01,+3.82240488E+01,+3.76661711E+01,+3.75292484E+01,+3.78848640E+01
185,03/22/2024 02:13:31.389,+3.71393137E+01,+3.81225379E+01,+3.75317609E+01,+3.74288268E+01,+3.78513521E+01
186,03/22/2024 02:13:41.428,+3.70662143E+01,+3.80096588E+01,+3.74239195E+01,+3.73073215E+01,+3.76868092E+01
187,03/22/2024 02:13:51.388,+3.69258040E+01,+3.78915158E+01,+3.73387713E+01,+3.72407960E+01,+3.75713743E+01
188,03/22/2024 02:14:01.393,+3.68435908E+01,+3.78003501E+01,+3.72338816E+01,+3.71432227E+01,+3.73681153E+01
189,03/22/2024 02:14:11.388,+3.68081657E+01,+3.76780759E+01,+3.71330304E+01,+3.70457504E+01,+3.74695769E+01
190,03/22/2024 02:14:21.388,+3.66456335E+01,+3.75787601E+01,+3.70214310E+01,+3.69310116E+01,+3.71730916E+01
191,03/22/2024 02:14:31.388,+3.65639357E+01,+3.75237221E+01,+3.69454833E+01,+3.68091569E+01,+3.68505543E+01
192,03/22/2024 02:14:41.414,+3.64192156E+01,+3.73613155E+01,+3.68216673E+01,+3.66893173E+01,+3.70269675E+01
193,03/22/2024 02:14:51.388,+3.63537991E+01,+3.73003626E+01,+3.67195112E+01,+3.66057235E+01,+3.72876438E+01
194,03/22/2024 02:15:01.419,+3.62271646E+01,+3.71396518E+01,+3.65764625E+01,+3.64549266E+01,+3.70981934E+01
195,03/22/2024 02:15:11.388,+3.61540692E+01,+3.71255714E+01,+3.65324054E+01,+3.64037478E+01,+3.73121837E+01
196,03/22/2024 02:15:21.388,+3.60381663E+01,+3.69688791E+01,+3.63875010E+01,+3.62915246E+01,+3.70002996E+01
197,03/22/2024 02:15:31.388,+3.59420739E+01,+3.69015864E+01,+3.63604583E+01,+3.62287402E+01,+3.67234384E+01
198,03/22/2024 02:15:41.395,+3.58629210E+01,+3.68025794E+01,+3.62184254E+01,+3.61247898E+01,+3.63900648E+01
199,03/22/2024 02:15:51.401,+3.57990706E+01,+3.67280628E+01,+3.61770400E+01,+3.60482588E+01,+3.63809540E+01
200,03/22/2024 02:16:01.405,+3.56990544E+01,+3.66439180E+01,+3.60799100E+01,+3.59560526E+01,+3.64704462E+01
201,03/22/2024 02:16:11.388,+3.56320767E+01,+3.65582198E+01,+3.59566884E+01,+3.58709747E+01,+3.64768607E+01
202,03/22/2024 02:16:21.388,+3.54857768E+01,+3.64494106E+01,+3.58778554E+01,+3.57514259E+01,+3.63493504E+01
203,03/22/2024 02:16:31.437,+3.54142867E+01,+3.63182679E+01,+3.57677236E+01,+3.56502622E+01,+3.61697362E+01
204,03/22/2024 02:16:41.388,+3.52315784E+01,+3.61605250E+01,+3.55984758E+01,+3.55014344E+01,+3.60613229E+01
205,03/22/2024 02:16:51.399,+3.52016449E+01,+3.60911228E+01,+3.55126007E+01,+3.54236789E+01,+3.62121538E+01
206,03/22/2024 02:17:01.409,+3.50789175E+01,+3.59533349E+01,+3.53714951E+01,+3.52890308E+01,+3.61778369E+01
207,03/22/2024 02:17:11.394,+3.49944735E+01,+3.59059827E+01,+3.53673680E+01,+3.52312359E+01,+3.56181277E+01
