time,msg.id,msg.len,data
1711070516000,4A,8,481A47481A461A48
1711070516000,4B,8,1A1A1A481AFF1AFF
1711070516316,3FF,8,34DDFC6500000000
1711070516581,4A,8,481A47471A461A48
1711070516591,4B,8,1A1A1A481AFF1AFF
1711070517000,3FF,8,35DDFC6500000000
1711070517003,4A,8,471A47471A461A47
1711070517013,4B,8,1A1A1A481AFF1AFF
1711070518000,4A,8,481A47471A461A48
1711070518016,4B,8,1A1A1A481AFF1AFF
1711070518259,3FF,8,36DDFC6500000000
1711070518737,4A,8,481A47471A461A48
1711070518747,4B,8,1A1A1A481AFF1AFF
1711070519000,3FF,8,37DDFC6500000000
1711070519216,4A,8,471A47471A461A47
1711070519226,4B,8,1A1A1A481AFF1AFF
1711070520000,4A,8,471A47471A461A47
1711070520010,4B,8,1A1A1A481AFF1AFF
1711070520052,3FF,8,38DDFC6500000000
1711070521000,4A,8,481A47471A461A48
1711070521014,4B,8,1A1A1A481AFF1AFF
1711070521308,3FF,8,39DDFC6500000000
1711070521738,4A,8,471A47471A461A47
1711070521748,4B,8,1A1A1A481AFF1AFF
1711070522000,3FF,8,3ADDFC6500000000
1711070522167,4A,8,481A47471A461A48
1711070522177,4B,8,1A1A1A481AFF1AFF
1711070523000,4A,8,471A47471A461A47
1711070523010,4B,8,1A1A1A481AFF1AFF
1711070523095,3FF,8,3BDDFC6500000000
1711070524000,4A,8,481A47471A461A48
1711070524013,4B,8,1A1A1A481AFF1AFF
1711070524357,3FF,8,3CDDFC6500000000
1711070524738,4A,8,471A47471A461A47
1711070524748,4B,8,1A1A1A481AFF1AFF
1711070525000,3FF,8,3DDDFC6500000000
1711070525118,4A,8,471A47471A461A47
1711070525129,4B,8,1A1A1A481AFF1AFF
1711070526000,4A,8,471A47471A461A47
1711070526010,4B,8,1A1A1A481AFF1AFF
1711070526144,3FF,8,3EDDFC6500000000
1711070526738,4A,8,471A47471A461A47
1711070527000,4B,8,1A1A1A481AFF1AFF
1711070527394,3FF,8,3FDDFC6500000000
1711070527726,4A,8,471A47471A461A47
1711070527736,4B,8,1A1A1A481AFF1AFF
1711070528000,3FF,8,40DDFC6500000000
1711070528070,4A,8,471A47471A461A47
1711070528080,4B,8,1A1A1A481AFF1AFF
1711070529000,4A,8,471A47471A461A47
1711070529011,4B,8,1A1A1A481AFF1AFF
1711070529193,3FF,8,41DDFC6500000000
1711070529738,4A,8,471A47471A461A47
1711070529749,4B,8,1A1A1A481AFF1AFF
1711070530000,3FF,8,42DDFC6500000000
1711070530283,4A,8,471A47471A461A47
1711070530293,4B,8,1A1A1A481AFF1AFF
1711070531000,3FF,8,43DDFC6500000000
1711070531021,4A,8,471A47471A461A47
1711070531031,4B,8,1A1A1A481AFF1AFF
1711070532000,4A,8,471A47471A461A47
1711070532010,4B,8,1A1A1A481AFF1AFF
1711070532241,3FF,8,44DDFC6500000000
1711070532737,4A,8,471A47471A461A47
1711070532748,4B,8,1A1A1A481AFF1AFF
1711070533000,3FF,8,45DDFC6500000000
1711070533234,4A,8,471A47471A461A47
1711070533244,4B,8,1A1A1A481AFF1AFF
1711070534000,4A,8,471A47471A461A47
1711070534010,4B,8,1A1A1A481AFF1AFF
1711070534033,3FF,8,46DDFC6500000000
1711070535000,4A,8,471A47471A461A47
1711070535010,4B,8,1A1A1A481AFE1AFE
1711070535290,3FF,8,47DDFC6500000000
1711070535738,4A,8,471A47471A461A47
1711070535748,4B,8,1A1A1A481AFF1AFF
1711070536000,3FF,8,48DDFC6500000000
1711070536185,4A,8,471A47471A461A47
1711070536196,4B,8,1A1A1A481AFE1AFE
1711070537000,4A,8,471A47471A461A47
1711070537010,4B,8,1A1A1A481AFF1AFF
1711070537077,3FF,8,49DDFC6500000000
1711070538000,4A,8,471A47471A461A47
1711070538010,4B,8,1A1A1A481AFF1AFF
1711070538339,3FF,8,4ADDFC6500000000
1711070538738,4A,8,471A47471A461A47
1711070538748,4B,8,1A1A1A481AFF1AFF
1711070539000,3FF,8,4BDDFC6500000000
1711070539137,4A,8,471A47471A461A47
1711070539147,4B,8,1A1A1A481AFF1AFF
1711070540000,4A,8,471A47471A461A47
1711070540011,4B,8,1A1A1A481AFF1AFF
1711070540126,3FF,8,4CDDFC6500000000
1711070541000,4A,8,471A47471A461A47
1711070541010,4B,8,1A1A1A481AFF1AFF
1711070541388,3FF,8,4DDDFC6500000000
1711070541738,4A,8,471A47471A461A47
1711070541748,4B,8,1A1A1A481AFF1AFF
