time,msg.id,msg.len,data
1711071697000,4A,8,461946461A451946
1711071697001,4B,8,19191A461AFF19FF
1711071697211,3FF,8,D1E1FC6500000000
1711071697476,4A,8,461A464619441946
1711071697486,4B,8,191919461AFF19FF
1711071698000,3FF,8,D2E1FC6500000000
1711071698003,4A,8,461A464619441946
1711071698013,4B,8,191919461AFF19FF
1711071699000,4A,8,4619464619441946
1711071699016,4B,8,191919461AFF19FF
1711071699259,3FF,8,D3E1FC6500000000
1711071699738,4A,8,461A454619441946
1711071699748,4B,8,1919194619FF19FF
1711071700000,3FF,8,D4E1FC6500000000
1711071700216,4A,8,461A464619441946
1711071700227,4B,8,191919461AFF19FF
1711071701000,4A,8,461A464619441946
1711071701010,4B,8,191919461AFF19FF
1711071701051,3FF,8,D5E1FC6500000000
1711071701738,4A,8,461A464619441946
1711071701751,4B,8,191919461AFF19FF
1711071702000,3FF,8,D6E1FC6500000000
1711071702430,4A,8,461A454619441946
1711071702440,4B,8,191919461AFF19FF
1711071703000,3FF,8,D7E1FC6500000000
1711071703168,4A,8,4619464619441946
1711071703178,4B,8,191919461AFF19FF
1711071704000,4A,8,461A454619441946
1711071704011,4B,8,191919461AFF19FF
1711071704095,3FF,8,D8E1FC6500000000
1711071704738,4A,8,4619464619441946
1711071704750,4B,8,191919461AFF19FF
1711071705000,3FF,8,D9E1FC6500000000
1711071705381,4A,8,461A464619441946
1711071705391,4B,8,191919461AFF19FF
1711071706000,3FF,8,DAE1FC6500000000
1711071706119,4A,8,461A454619441946
1711071706129,4B,8,191919461AFF19FF
1711071707000,4A,8,461A454619441946
1711071707010,4B,8,19191A461AFF19FF
1711071707143,3FF,8,DBE1FC6500000000
1711071707737,4A,8,461A464619441946
1711071707748,4B,8,191919461AFF19FF
1711071708000,3FF,8,DCE1FC6500000000
1711071708332,4A,8,461A454619441946
1711071708342,4B,8,191919461AFF19FF
1711071709000,3FF,8,DDE1FC6500000000
1711071709070,4A,8,4619454619441946
1711071709080,4B,8,191919461AFF19FF
1711071710000,4A,8,461A454619441946
