Sweep #,Time,Chan101,Chan102,Chan103,Chan104,Chan105,Chan106
624,49:12.6,1.81392642,28.3746837,28.1864354,28.0837899,28.0918367,31.0922934
625,49:22.6,1.8133358,28.4043822,28.2346852,28.1330339,28.1403168,31.0727804
626,49:32.6,1.81269722,28.4420151,28.2636636,28.1521324,28.1624168,31.0205383
627,49:42.6,1.81219934,28.4691057,28.2944761,28.2010102,28.2101487,30.990293
628,49:52.6,1.81165897,28.5080284,28.3250479,28.2347769,28.2449001,30.9681341
629,50:02.6,1.81108844,28.5385351,28.3651023,28.2655933,28.2866309,30.9406324
630,50:12.6,1.81054409,28.5704083,28.3924501,28.3108927,28.3130959,30.8854657
631,50:22.6,1.81005776,28.5972566,28.4209373,28.3390729,28.3558693,30.847688
632,50:32.6,1.80954211,28.6277428,28.4507873,28.3644182,28.3805862,30.7978665
633,50:42.6,1.80903544,28.6555005,28.4787902,28.4032393,28.4040866,30.7448682
634,50:52.6,1.80862689,28.6763782,28.4973807,28.4210888,28.4379413,30.7303387
635,51:02.6,1.80811859,28.7189574,28.5393058,28.4495238,28.4675316,30.696521
636,51:12.6,1.80770712,28.7266781,28.5641547,28.4625096,28.50015,30.6426704
637,51:22.6,1.80725861,28.7533813,28.5873213,28.5141779,28.5385928,30.5966091
638,51:32.6,1.8068916,28.7609215,28.6010565,28.5306102,28.5552887,30.535331
639,51:42.6,1.80653065,28.7854844,28.6295069,28.5544177,28.5856329,30.4890885
640,51:52.6,1.80615302,28.804244,28.647204,28.564026,28.5891097,30.3297317
641,52:02.6,1.80581845,28.8167527,28.6719776,28.5884452,28.6063284,30.3404032
642,52:12.6,1.80553804,28.8243077,28.6723484,28.5969354,28.6414246,30.2435965
643,52:22.6,1.80525476,28.8383343,28.6828569,28.6235853,28.6483382,30.2055935
644,52:32.6,1.80489717,28.8633883,28.7019345,28.6348339,28.675041,30.2450186
645,52:42.6,1.80450301,28.8786408,28.7297737,28.6586265,28.6898546,30.2179249
646,52:52.6,1.8041568,28.8917286,28.7547433,28.695855,28.7222605,30.2840726
647,53:02.6,1.80379996,28.944235,28.774209,28.7228619,28.7384284,30.1964399
648,53:12.6,1.80348876,28.9377521,28.7952842,28.7309782,28.7696433,30.1021639
649,53:22.6,1.8032041,28.9745372,28.815842,28.7634247,28.7824988,30.0898676
650,53:32.6,1.80292782,28.9725263,28.8238902,28.7721259,28.8101181,29.9561079
651,53:42.6,1.80269115,28.9878436,28.830192,28.7832789,28.8184303,29.9926416
652,53:52.6,1.80244866,28.992473,28.8473616,28.802662,28.8361787,29.8892582
653,54:02.6,1.80220689,29.0133966,28.866044,28.8083551,28.8513932,29.8974497
654,54:12.6,1.80196437,29.0239288,28.8892173,28.834521,28.8633563,29.8624956
655,54:22.6,1.80170102,29.0265799,28.8861201,28.855782,28.8743516,29.9148534
656,54:32.6,1.80139786,29.0638918,28.9149361,28.8739721,28.9018001,29.9520703
657,54:42.6,1.8010768,29.0741815,28.9485808,28.8978645,28.9279654,29.9471363
658,54:52.6,1.80081171,29.1096289,28.9721467,28.9291896,28.9515012,29.9779211
659,55:02.6,1.80053598,29.1136687,28.9782588,28.9388094,28.9691489,29.9616768
660,55:12.6,1.80030187,29.1384997,28.9884257,28.9551278,28.9712237,29.8495523
661,55:22.6,1.80006663,29.1409487,29.0036109,28.9559754,28.9924812,29.8296751
662,55:32.6,1.79983354,29.1508532,29.0131627,28.9815072,29.0040992,29.863189
663,55:42.6,1.79956726,29.1773053,29.0453063,28.9991401,29.0284618,29.8588731
664,55:52.6,1.79930994,29.1823611,29.0517183,29.0213829,29.0569341,29.9601046
665,56:02.6,1.79903353,29.2033898,29.0879781,29.0444868,29.0855239,29.8681929
666,56:12.6,1.79882499,29.2157444,29.1000021,29.0679153,29.0852578,29.790553
667,56:22.6,1.79864146,29.2172409,29.0995512,29.0635648,29.0861559,29.7708876
668,56:32.6,1.79847631,29.2283077,29.0959426,29.0706491,29.0964949,29.7485387
669,56:42.6,1.79824416,29.2458952,29.1253451,29.0833409,29.1188905,29.6755945
670,56:52.6,1.79811869,29.2460457,29.1119606,29.0761639,29.1166817,29.6399736
671,57:02.6,1.79794588,29.2640747,29.1472258,29.1320968,29.1420285,29.6935029
672,57:12.6,1.79770742,29.2896036,29.1593095,29.1359393,29.1670273,29.762744
673,57:22.6,1.79746821,29.3076691,29.1839201,29.1418984,29.1870833,29.7205658
674,57:32.6,1.79728564,29.3095696,29.1897865,29.1786872,29.1898436,29.704129
675,57:42.6,1.79707702,29.3167335,29.193373,29.1723176,29.1920848,29.6345818
676,57:52.6,1.79692968,29.3258433,29.2056298,29.1728943,29.2072785,29.6218535
677,58:02.6,1.79677985,29.3147813,29.1919696,29.1789266,29.2026021,29.6318054
678,58:12.6,1.79655095,29.3538854,29.2283239,29.2087341,29.247892,29.7529104
679,58:22.6,1.79629686,29.3706162,29.2596079,29.2262752,29.258191,29.7459937
680,58:32.6,1.79608855,29.3986103,29.274206,29.2441648,29.2829433,29.7620465
681,58:42.6,1.79588872,29.399764,29.2931093,29.2689061,29.2932201,29.6345647
682,58:52.6,1.79576345,29.4011211,29.2909716,29.2768285,29.2976401,29.6852134
683,59:02.6,1.79561492,29.4138294,29.3054969,29.2805517,29.3104841,29.5880751
684,59:12.6,1.7955068,29.4031825,29.2979831,29.2736458,29.3019412,29.5402466
685,59:22.6,1.79534396,29.4261626,29.3065988,29.2976031,29.3152142,29.5976382
686,59:32.6,1.79515836,29.4397469,29.3303651,29.3104259,29.3480218,29.6811215
687,59:42.6,1.79496386,29.4374623,29.3461685,29.3115062,29.3504398,29.7052101
688,59:52.6,1.79475552,29.4828761,29.3741301,29.356917,29.3779637,29.7280443
689,00:02.6,1.7945646,29.4797926,29.3716987,29.3490184,29.3917174,29.6238194
690,00:12.6,1.79442547,29.4865227,29.3732774,29.3523077,29.4015758,29.6199949
691,00:22.6,1.79429788,29.4919987,29.380709,29.3718353,29.4004493,29.6019305
692,00:32.6,1.7941327,29.5046705,29.4031125,29.3766423,29.4163722,29.6846639
693,00:42.6,1.79394057,29.5279406,29.4227712,29.4040529,29.4392866,29.6997916
694,00:52.6,1.79371812,29.5233672,29.4297758,29.4121014,29.4405641,29.7401353
695,01:02.6,1.79354486,29.5522431,29.4414427,29.423777,29.4646717,29.7659374
696,01:12.6,1.79335237,29.5596409,29.4541339,29.4417537,29.472043,29.7605634
697,01:22.6,1.79316492,29.582426,29.4734354,29.4518508,29.4932191,29.6642233
698,01:32.6,1.79305231,29.5781503,29.488075,29.4575567,29.4965175,29.6930674
699,01:42.6,1.79292029,29.5811771,29.4738838,29.4632852,29.5006612,29.6038984
700,01:52.6,1.79279309,29.5980863,29.4934658,29.4762956,29.517083,29.6189288
701,02:02.6,1.79265205,29.6088236,29.5048752,29.491069,29.522501,29.6775838
702,02:12.6,1.7924861,29.6173049,29.5266189,29.5164384,29.5379389,29.7321527
703,02:22.6,1.79233137,29.6368951,29.5326918,29.529621,29.5553155,29.7554631
704,02:32.6,1.79215853,29.6389475,29.5467365,29.5382772,29.5594875,29.7196271
705,02:42.6,1.79200733,29.6588338,29.5641359,29.5535771,29.5740015,29.7505309
706,02:52.6,1.79184174,29.6624121,29.557709,29.5510711,29.5968739,29.6999894
707,03:02.6,1.79173907,29.6749505,29.5795657,29.5565294,29.5971894,29.659427
708,03:12.6,1.7916165,29.6839584,29.5909863,29.5687333,29.6009699,29.6849895
709,03:22.6,1.7915,29.6861528,29.5843664,29.5643664,29.5912927,29.6326456
710,03:32.6,1.79135566,29.7004598,29.5951661,29.5919106,29.6184043,29.6673611
711,03:42.6,1.79127476,29.6933441,29.6012055,29.5846154,29.6189624,29.533241
712,03:52.6,1.79119384,29.6964476,29.5917828,29.588104,29.6083164,29.5394396
713,04:02.6,1.79109046,29.7071155,29.6077308,29.597827,29.634156,29.6208277
714,04:12.6,1.79096585,29.7023544,29.6204311,29.6042609,29.6372906,29.610615
715,04:22.6,1.79088625,29.7114672,29.6263659,29.611076,29.6411938,29.5531244
716,04:32.6,1.79079701,29.7400001,29.6508504,29.6241051,29.6629763,29.5885039
717,04:42.6,1.79071484,29.730077,29.6415868,29.6228179,29.6514989,29.5430339
718,04:52.6,1.79056414,29.726065,29.6404346,29.6393445,29.6677298,29.5643537
719,05:02.6,1.79047905,29.7517489,29.6556358,29.6417873,29.6764987,29.6313655
720,05:12.6,1.79032548,29.7570341,29.6689136,29.6640819,29.6849327,29.6566755
721,05:22.6,1.79018715,29.7966368,29.6918469,29.6907348,29.7217003,29.6971231
722,05:32.6,1.79002908,29.7915901,29.6925242,29.683627,29.7133588,29.6930934
723,05:42.6,1.7899459,29.7876154,29.6965707,29.6975776,29.7248858,29.6167278
724,05:52.6,1.78986409,29.8038695,29.7092218,29.6979284,29.7280961,29.6253401
725,06:02.6,1.78969351,29.8109034,29.7110779,29.7099909,29.7337937,29.7093162
726,06:12.6,1.78958608,29.817739,29.7326291,29.7178976,29.7473917,29.6892362
727,06:22.6,1.78944965,29.8294302,29.7316595,29.7223423,29.7566874,29.7329765
728,06:32.6,1.78930566,29.845829,29.742302,29.7369569,29.7776969,29.725127
729,06:42.6,1.78914525,29.8519382,29.7671165,29.7523872,29.7900707,29.7887343
730,06:52.6,1.78900411,29.8709888,29.7736722,29.7625142,29.7974862,29.7512275
731,07:02.6,1.78892892,29.8633079,29.7679268,29.7659224,29.785711,29.637207
732,07:12.6,1.78887493,29.8720556,29.7728969,29.7694637,29.8118981,29.6434105
733,07:22.6,1.78884717,29.8394768,29.7639487,29.7600088,29.7909681,29.5674924
734,07:32.6,1.78871165,29.8805695,29.7941187,29.7866565,29.8231119,30.1359764
735,07:42.6,1.78796635,30.0249294,29.9378099,29.9099784,29.9340137,31.2739564
736,07:52.6,1.78691671,30.1725074,30.0733273,30.0487833,30.0549948,31.9319369
737,08:02.6,1.78587477,30.296652,30.1955357,30.1561276,30.1648056,32.3398512
738,08:12.6,1.78487317,30.410912,30.3231909,30.2680838,30.2613044,32.6103004
739,08:22.6,1.78383544,30.5151407,30.4118842,30.3628097,30.3550574,32.9141361
740,08:32.6,1.7828339,30.6071412,30.5219617,30.4452413,30.4470368,33.1525546
741,08:42.6,1.78189947,30.7187679,30.6116122,30.5421333,30.5304208,33.4183591
742,08:52.6,1.78096587,30.7873297,30.6957383,30.6106285,30.6059184,33.5965986
743,09:02.6,1.77998822,30.8832101,30.7889043,30.6910183,30.6935227,33.8351316
744,09:12.6,1.77901978,30.9779517,30.8638974,30.7615797,30.7560541,34.0392309
745,09:22.6,1.77808273,31.0803395,30.956029,30.8609086,30.8406648,34.2488101
746,09:32.6,1.77711432,31.1459696,31.0398581,30.936403,30.9315892,34.3961997
747,09:42.6,1.77616865,31.2521842,31.1292083,31.0313447,31.0103746,34.6451954
748,09:52.6,1.77523438,31.3198953,31.192911,31.0827723,31.0700545,34.7570816
749,10:02.6,1.77431346,31.3949466,31.2803078,31.1672386,31.1446406,34.9064529
750,10:12.6,1.77334351,31.4853778,31.3531167,31.2282786,31.2190167,35.0563935
751,10:22.6,1.77245684,31.5540601,31.4221064,31.3121281,31.3103662,35.202637
752,10:32.6,1.77148614,31.6600053,31.5096887,31.4005103,31.3830088,35.3211572
753,10:42.6,1.77054113,31.7228445,31.5812356,31.4549761,31.4482226,35.4370676
754,10:52.6,1.76967707,31.7796266,31.6409146,31.5351683,31.5247311,35.5185116
755,11:02.6,1.76877169,31.8668765,31.7235273,31.6007263,31.5867347,35.6387721
756,11:12.6,1.76781661,31.9236437,31.7974339,31.6707515,31.649079,35.6966973
757,11:22.6,1.76689834,32.0200893,31.8636637,31.74911,31.737685,35.8023025
758,11:32.6,1.76602319,32.0874943,31.9402297,31.8043387,31.807579,35.8907824
759,11:42.6,1.76516247,32.155984,31.9965182,31.8676154,31.8642178,35.9523241
760,11:52.6,1.76430609,32.2232944,32.0735225,31.9484206,31.9384633,35.9985318
761,12:02.6,1.76342406,32.2913675,32.1324421,32.0049248,31.9953647,36.0437328
762,12:12.6,1.76258191,32.3594785,32.2019379,32.0739351,32.0693181,36.0603585
763,12:22.6,1.76175963,32.4104037,32.2493625,32.1246657,32.1161583,36.0822138
764,12:32.6,1.76095915,32.4755468,32.3131777,32.1898062,32.1983288,36.2228781
765,12:42.6,1.76014359,32.5297938,32.3744181,32.2416275,32.2452185,36.1790051
766,12:52.6,1.75937501,32.5686768,32.4226413,32.2944379,32.3035087,36.2201321
767,13:02.6,1.75855799,32.6368481,32.4810391,32.3527139,32.3605472,36.1907963
768,13:12.6,1.75784488,32.6828879,32.5336317,32.4162228,32.4172736,36.2161624
769,13:22.6,1.75714939,32.7362474,32.5886949,32.4630436,32.4629312,36.2413536
770,13:32.6,1.75645034,32.7925618,32.6465804,32.5219724,32.5288218,36.2419384
771,13:42.6,1.75566301,32.8451487,32.6905373,32.5599226,32.5695693,36.2054273
772,13:52.6,1.7549725,32.8853062,32.7296423,32.5999832,32.6321267,36.1984939
773,14:02.6,1.75429864,32.9237141,32.7574008,32.6535817,32.6612637,36.1780728
774,14:12.6,1.7536277,32.9581582,32.8064411,32.696218,32.70964,36.1604408
775,14:22.6,1.7529835,33.007404,32.8552672,32.7415579,32.743714,36.1197919
776,14:32.6,1.75236763,33.0583257,32.9061343,32.7988557,32.7962825,36.1339347
777,14:42.6,1.75176224,33.0892492,32.936196,32.8325044,32.8496363,36.058995
778,14:52.6,1.75117754,33.1384875,32.9810987,32.8792066,32.8903482,36.0387641
779,15:02.6,1.75059494,33.164263,32.9985149,32.9112797,32.9093935,36.0137489
780,15:12.6,1.75006266,33.202016,33.0624233,32.943617,32.9605667,36.0144171
781,15:22.6,1.74943767,33.2429246,33.0928345,32.9932225,33.0012029,35.9782819
782,15:32.6,1.74893464,33.2756285,33.1223867,33.0153807,33.0372081,35.9429576
783,15:42.6,1.74844327,33.2951658,33.1490023,33.0486502,33.0669133,35.8819437
784,15:52.6,1.74789917,33.3294319,33.1828566,33.0802204,33.0928261,35.8445572
785,16:02.6,1.74740215,33.3600855,33.2221204,33.127157,33.1352347,35.8390123
786,16:12.6,1.74688804,33.4036995,33.2609796,33.1606771,33.1737821,35.8040024
787,16:22.6,1.746457,33.4108763,33.2696663,33.1835425,33.2024045,35.7464635
788,16:32.6,1.7459678,33.465757,33.3114048,33.2114691,33.2446781,35.6982685
789,16:42.6,1.74557017,33.4821288,33.3320948,33.2425949,33.2625823,35.6297235
790,16:52.6,1.74512212,33.4974367,33.3518932,33.2763252,33.2848141,35.6092328
791,17:02.6,1.74467758,33.5331927,33.4043479,33.3143976,33.3282473,35.5433679
792,17:12.6,1.74424701,33.5603506,33.4204219,33.3499626,33.3667656,35.5083791
793,17:22.6,1.74386883,33.5721076,33.4384152,33.3583042,33.3799846,35.4702431
794,17:32.6,1.74348845,33.6024916,33.4672474,33.3920021,33.4198975,35.4569626
795,17:42.6,1.7430893,33.6339353,33.4887467,33.4108219,33.4355218,35.3867723
796,17:52.6,1.74274654,33.6440775,33.4998331,33.4433766,33.4627286,35.3749088
797,18:02.6,1.7423806,33.6717475,33.5217056,33.4487977,33.4918057,35.2925792
798,18:12.6,1.74206334,33.6829704,33.5521755,33.4857708,33.5126723,35.27969
799,18:22.6,1.74175192,33.7098078,33.5721347,33.4961413,33.5371688,35.212111
800,18:32.6,1.74143259,33.7132402,33.5862582,33.5228527,33.5605013,35.1953749
801,18:42.6,1.74110874,33.7406768,33.5954311,33.5385005,33.5757701,35.1253265
802,18:52.6,1.74082504,33.7514157,33.6274668,33.5702199,33.5947553,35.1563778
803,19:02.6,1.74051866,33.7545054,33.6456296,33.5901494,33.6178568,35.0392651
804,19:12.6,1.74024685,33.781596,33.6599351,33.6067465,33.634404,34.9715802
805,19:22.6,1.73998168,33.7891422,33.6845474,33.6096253,33.6429603,34.9704702
806,19:32.6,1.73970068,33.7978396,33.688224,33.632398,33.6575069,34.9963989
807,19:42.6,1.7394357,33.8309014,33.7013338,33.6442761,33.677917,34.8789509
808,19:52.6,1.73922549,33.8224657,33.7040922,33.6548838,33.6909315,34.8227721
809,20:02.6,1.73896451,33.8434892,33.7332227,33.6900801,33.7226354,34.8797034
810,20:12.6,1.73869741,33.8682734,33.7510712,33.7019648,33.7402253,34.8873245
811,20:22.6,1.73843306,33.8778448,33.7749308,33.7232213,33.7511367,34.8342417
812,20:32.6,1.73817674,33.8923194,33.7919936,33.737358,33.7722415,34.8566072
813,20:42.6,1.73792603,33.9011454,33.8050747,33.7660423,33.7976152,34.8394879
814,20:52.6,1.7376642,33.9308906,33.8209548,33.7894025,33.8154349,34.8196575
815,21:02.6,1.73743,33.9506111,33.8402972,33.7843666,33.8259094,34.7889865
816,21:12.6,1.73720796,33.9607896,33.8503159,33.8029519,33.8418941,34.7271489
817,21:22.6,1.73699654,33.9671182,33.8745339,33.8242341,33.8604624,34.7825631
818,21:32.6,1.73678258,33.978384,33.8845889,33.8448596,33.8793238,34.7539137
819,21:42.6,1.73656655,34.0019581,33.8996497,33.8713513,33.9029851,34.7441963
820,21:52.6,1.73629859,34.0236559,33.9136546,33.8810259,33.914185,34.7951666
821,22:02.6,1.7360956,34.0424744,33.9327909,33.9073232,33.9373013,34.7471396
822,22:12.6,1.73585854,34.0461787,33.9550211,33.9129874,33.9488214,34.7475307
823,22:22.6,1.73562087,34.0609872,33.9522783,33.9337582,33.9606619,34.748017
824,22:32.6,1.73540344,34.0860361,33.9876145,33.9417976,33.981406,34.7137445
825,22:42.6,1.73520598,34.0935869,34.0027328,33.9552017,33.9960346,34.6956396
826,22:52.6,1.73501437,34.0926057,34.0025256,33.9735626,34.0035897,34.687502
827,23:02.6,1.73481364,34.107528,34.0133489,33.9846003,34.0231458,34.6557766
828,23:12.6,1.73460899,34.1345482,34.0204772,34.0144132,34.0452013,34.6993294
829,23:22.6,1.73438541,34.1528002,34.051871,34.0320723,34.0609872,34.7290356
830,23:32.6,1.73417787,34.1678261,34.0781515,34.0508858,34.065156,34.7006155
831,23:42.6,1.73399704,34.1748204,34.0863182,34.0573954,34.0868161,34.655953
832,23:52.6,1.73381403,34.1766261,34.0834083,34.0620307,34.0899944,34.6307542
833,24:02.6,1.73366142,34.1722081,34.0908631,34.0645921,34.110589,34.6486721
834,24:12.6,1.73347549,34.2089517,34.1209469,34.0927306,34.1289327,34.6558011
835,24:22.6,1.73329672,34.2124022,34.1276832,34.1132866,34.1305113,34.66676
836,24:32.6,1.73310062,34.2231983,34.1589792,34.1255309,34.1572601,34.6663525
837,24:42.6,1.73291513,34.2588182,34.156269,34.1390537,34.1660417,34.6202389
838,24:52.6,1.7327908,34.2485282,34.1758745,34.1487363,34.1730147,34.6059854
839,25:02.6,1.73262501,34.2663105,34.1694477,34.154719,34.1956862,34.5937054
840,25:12.6,1.73250335,34.2719197,34.1874008,34.1640834,34.2126341,34.5611427
841,25:22.6,1.73231899,34.2771623,34.1947492,34.1713605,34.2192416,34.6214443
842,25:32.6,1.73215905,34.28439,34.2022777,34.1715234,34.2128355,34.6030768
843,25:42.6,1.73199159,34.3027179,34.2254853,34.1962845,34.2321054,34.6264483
844,25:52.6,1.73183404,34.3075093,34.2367622,34.2201125,34.2638098,34.5901043
845,26:02.6,1.73165048,34.335105,34.2491383,34.2362435,34.2648957,34.6494779
846,26:12.6,1.73149252,34.3463164,34.2632503,34.2389545,34.2825213,34.5969446
847,26:22.6,1.73134347,34.3536443,34.2766483,34.2614147,34.2750313,34.612199
848,26:32.6,1.73117402,34.3681703,34.2766225,34.2614459,34.3059476,34.5868113
849,26:42.6,1.73104095,34.3734955,34.290357,34.2716057,34.312817,34.6315666
850,26:52.6,1.73086753,34.3780152,34.3037469,34.2830307,34.3250359,34.6487353
851,27:02.6,1.73069078,34.4089254,34.3341527,34.3139904,34.3436485,34.6807155
852,27:12.6,1.73055404,34.4101856,34.3247404,34.311719,34.3521932,34.6081832
853,27:22.6,1.73039551,34.4141337,34.3458102,34.3324284,34.3672195,34.6605941
854,27:32.6,1.73024813,34.4351339,34.3540521,34.3394261,34.3761103,34.6377564
855,27:42.6,1.73012193,34.4439483,34.3745823,34.3531752,34.3937242,34.639116
856,27:52.6,1.72999363,34.4473635,34.3803824,34.3510904,34.3926508,34.6043751
857,28:02.6,1.7298309,34.454959,34.3877306,34.3691768,34.3996613,34.6214258
858,28:12.6,1.72972148,34.4804009,34.3918848,34.380253,34.4083183,34.641181
859,28:22.6,1.72954647,34.4784883,34.402808,34.3905528,34.4230485,34.6442808
860,28:32.6,1.72941577,34.4935675,34.4234988,34.3893439,34.4339826,34.6089601
861,28:42.6,1.72929626,34.5018137,34.4334629,34.4207272,34.4418085,34.6388143
862,28:52.6,1.72914291,34.5073231,34.4424211,34.4336911,34.462664,34.602518
863,29:02.6,1.72903902,34.5192599,34.44742,34.434556,34.4617562,34.6204348
864,29:12.6,1.72890783,34.5207652,34.4648418,34.4466695,34.4802142,34.5817459
865,29:22.6,1.72879447,34.5229167,34.4603724,34.4406393,34.4761721,34.5865302
866,29:32.6,1.72864966,34.5352708,34.4624219,34.462203,34.4788384,34.5794282
867,29:42.6,1.7285406,34.5389283,34.4806097,34.4679401,34.4995769,34.5901606
868,29:52.6,1.72839504,34.5692778,34.4837214,34.4781861,34.5160735,34.6117777
869,30:02.6,1.72827013,34.5747941,34.5035962,34.4798336,34.5210021,34.640104
870,30:12.6,1.72814798,34.5818079,34.5224747,34.5031821,34.5299169,34.584863
871,30:22.6,1.72805774,34.5790572,34.5140041,34.5174636,34.5449112,34.5532153
872,30:32.6,1.72799782,34.5743229,34.5162498,34.4979195,34.5330314,34.5239783
873,30:42.6,1.72788826,34.6019285,34.5236119,34.5100705,34.5480864,34.5466928
874,30:52.6,1.7277867,34.5925334,34.534159,34.5279544,34.5670317,34.5915136
875,31:02.6,1.72768014,34.6028189,34.5492375,34.5169072,34.5624348,34.6317125
876,31:12.6,1.72753379,34.6294839,34.5634216,34.5380915,34.5774792,34.5703646
877,31:22.6,1.72744537,34.6373686,34.5716071,34.5519159,34.5951767,34.6287032
878,31:32.6,1.72731445,34.6316141,34.565418,34.5684697,34.5895589,34.5461556
879,31:42.6,1.72720762,34.6412407,34.5774692,34.5650264,34.6000704,34.5630232
880,31:52.6,1.72711945,34.6527244,34.5838616,34.575537,34.6157632,34.5787089
881,32:02.6,1.72702704,34.6597321,34.5887481,34.5830758,34.6204589,34.5453827
882,32:12.6,1.72692528,34.6545948,34.5946787,34.5878011,34.6186676,34.5847927
883,32:22.6,1.72683557,34.6682672,34.612395,34.5989769,34.6299594,34.5775153
884,32:32.6,1.7267246,34.6587074,34.608962,34.6030315,34.6355402,34.588197
885,32:42.6,1.7266237,34.6861458,34.6133952,34.6054555,34.6415903,34.5349377
886,32:52.6,1.7265777,34.6798607,34.6227312,34.6161708,34.633846,34.4939845
887,33:02.6,1.72633631,34.7432902,34.6700869,34.6628273,34.7015331,35.3542467
888,33:12.6,1.7255772,34.8810532,34.8334759,34.7923971,34.8151541,36.3308413
889,33:22.6,1.7246342,35.0110284,34.9427884,34.919384,34.9167807,36.8807996
890,33:32.6,1.7236656,35.1220969,35.0709107,35.0192181,35.0370221,37.2574296
891,33:42.6,1.72269564,35.2419606,35.1803946,35.1179338,35.122007,37.5319563
892,33:52.6,1.72183296,35.3357227,35.2727089,35.2147145,35.218202,37.8288535
893,34:02.6,1.72089933,35.4354978,35.3681696,35.2974879,35.2855607,38.0554821
894,34:12.6,1.7200015,35.5360793,35.4413471,35.3746822,35.3611888,38.2756789
895,34:22.6,1.71912176,35.6242869,35.5524685,35.4497417,35.4625608,38.4829294
896,34:32.6,1.71823374,35.7119029,35.6325208,35.5458932,35.5467112,38.7097856
897,34:42.6,1.71740394,35.7884584,35.7143099,35.6211269,35.6132838,38.885773
898,34:52.6,1.71650873,35.8773187,35.7848976,35.6922414,35.694427,39.0931016
899,35:02.6,1.71566928,35.9696969,35.8712614,35.7745665,35.7684696,39.2755547
900,35:12.6,1.71478609,36.0479691,35.9518571,35.8523075,35.8397826,39.4735156
901,35:22.6,1.71389592,36.1231002,36.0425852,35.9523108,35.9335846,39.6871297
902,35:32.6,1.71304123,36.1993076,36.116486,35.9978743,36.0020752,39.7685312
903,35:42.6,1.71211245,36.3032501,36.2002231,36.094445,36.0701669,39.924721
904,35:52.6,1.71120426,36.3806537,36.272162,36.1489333,36.1589554,40.0686124
905,36:02.6,1.71036357,36.4558286,36.3516085,36.2351511,36.2287996,40.1970297
906,36:12.6,1.70944469,36.5613733,36.4393446,36.3090794,36.3084051,40.3557732
907,36:22.6,1.70851665,36.633424,36.5066717,36.3896923,36.371683,40.4240368
908,36:32.6,1.70767136,36.693963,36.5808947,36.4532485,36.4436617,40.5894728
909,36:42.6,1.70686093,36.7426397,36.6281334,36.513879,36.506933,40.6199598
910,36:52.6,1.70606219,36.8407388,36.7164154,36.5999335,36.5865642,40.731817
911,37:02.6,1.70518683,36.9180268,36.7943791,36.6715529,36.6517458,40.8121256
912,37:12.6,1.70435807,36.9788937,36.8665232,36.7305385,36.7157931,40.8697601
913,37:22.6,1.70357016,37.0522142,36.9336187,36.7996012,36.7897442,40.930358
914,37:32.6,1.70281356,37.1106519,36.9805909,36.8607076,36.8479831,41.0442124
915,37:42.6,1.70198006,37.1720894,37.0459162,36.9187283,36.9084263,41.0516176
916,37:52.6,1.70119973,37.2319001,37.1115821,36.9884641,36.9864135,41.1054724
917,38:02.6,1.70040642,37.297774,37.1718901,37.0340786,37.0434021,41.0934395
918,38:12.6,1.69967449,37.3466756,37.2276253,37.1003797,37.0920947,41.1695117
919,38:22.6,1.69893382,37.4168926,37.2789134,37.1492083,37.1602994,41.1700418
920,38:32.6,1.69820131,37.4589344,37.3481906,37.2161849,37.2176741,41.1929803
921,38:42.6,1.69744857,37.5134027,37.3989764,37.2750275,37.270552,41.2097051
922,38:52.6,1.69675682,37.5895664,37.4380956,37.3217483,37.3327123,41.2811112
923,39:02.6,1.69612877,37.6259134,37.5000182,37.3699102,37.378485,41.2087978
924,39:12.6,1.69543655,37.6629269,37.5464336,37.4111498,37.4242081,41.2015479
925,39:22.6,1.69479213,37.7315649,37.5914013,37.4713983,37.4722859,41.2241059
926,39:32.6,1.69410218,37.7841687,37.637427,37.5170038,37.5380588,41.194691
927,39:42.6,1.69351999,37.8216909,37.685007,37.5756525,37.5771341,41.1793536
928,39:52.6,1.69288615,37.8474117,37.7390767,37.6125161,37.627761,41.1593101
929,40:02.6,1.6922912,37.8992368,37.7660833,37.6585959,37.6687928,41.0974324
930,40:12.6,1.69172274,37.9570966,37.8147145,37.7003371,37.713747,41.1195464
931,40:22.6,1.6911634,37.979806,37.8460257,37.7384407,37.7519735,41.0781612
932,40:32.6,1.69062227,38.0260359,37.8896809,37.7807827,37.7898757,41.0425623
933,40:42.6,1.69009017,38.0716202,37.9370969,37.8218599,37.8426397,41.0523645
934,40:52.6,1.68954678,38.1189736,37.9755069,37.8697844,37.8778035,40.9935601
935,41:02.6,1.68907181,38.1370103,38.0074492,37.9023513,37.9277372,40.947212
936,41:12.6,1.68853408,38.1681476,38.0386247,37.9401759,37.9646283,40.9134369
937,41:22.6,1.68801845,38.1924178,38.0637861,37.9756188,37.9910567,40.8689838
938,41:32.6,1.68754464,38.2213564,38.0929043,37.9924481,38.0039218,40.8149433
939,41:42.6,1.68711919,38.2502457,38.133096,38.0433986,38.0456306,40.7782218
940,41:52.6,1.68667688,38.2968695,38.1753048,38.0755516,38.0967693,40.7657288
941,42:02.6,1.68622492,38.3104585,38.1923334,38.0890153,38.1102528,40.7026446
942,42:12.6,1.68577646,38.345195,38.234017,38.1311958,38.1505759,40.6892437
943,42:22.6,1.68540832,38.36872,38.2499018,38.1749207,38.1842764,40.6571124
