Time,cell37temp,cell38temp,cell39temp,cell40temp,cell41temp,cell42temp,mintemp37to42,maxtemp37to42,cell43temp,cell44temp,cell45temp,cell46temp,cell47temp,cell48temp,mintemp43to48,maxtemp43to48
1711074072010,1.450918,0.509782,1.4117039999999998,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074073000,1.431311,0.509782,1.4117039999999998,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074073010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074073737,1.431311,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074073748,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074074000,1.450918,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074074010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074075000,1.431311,0.509782,1.431311,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074075010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074076000,1.431311,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074076010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074076738,1.431311,0.509782,1.4117039999999998,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074076748,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.9801779999999995,0.509782,4.9801779999999995
1711074077000,1.431311,0.509782,1.4117039999999998,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074077011,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074078000,1.431311,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074078010,,,,,,,,,0.529389,0.509782,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074079000,1.431311,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074079010,,,,,,,,,0.529389,0.509782,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074079738,1.450918,0.509782,1.4117039999999998,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074079748,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074080000,1.450918,0.509782,1.4117039999999998,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074080010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074081000,1.450918,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074081011,,,,,,,,,0.529389,0.509782,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074081738,1.431311,0.509782,1.431311,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074081748,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074082000,1.450918,0.509782,1.431311,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074082014,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074083000,1.450918,0.509782,1.431311,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074083010,,,,,,,,,0.529389,0.509782,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074084000,1.450918,0.509782,1.431311,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074084010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074084737,1.450918,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074084748,,,,,,,,,0.529389,0.509782,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074085000,1.450918,0.509782,1.4117039999999998,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074085013,,,,,,,,,0.529389,0.509782,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074086000,1.450918,0.509782,1.4117039999999998,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074086010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074087000,1.450918,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074087010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074087738,1.450918,0.509782,1.431311,1.431311,0.509782,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074087748,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.9801779999999995,0.509782,4.9801779999999995
1711074088000,1.431311,0.509782,1.4117039999999998,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074088012,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074089000,1.431311,0.509782,1.4117039999999998,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074089010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074090000,1.431311,0.509782,1.431311,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
1711074090010,,,,,,,,,0.529389,0.529389,0.509782,1.4117039999999998,0.509782,4.999785,0.509782,4.999785
1711074090738,1.450918,0.509782,1.4117039999999998,1.431311,0.529389,1.5293459999999999,0.509782,1.5293459999999999,,,,,,,,
