Time,cell43temp,cell44temp,cell45temp,cell46temp,cell47temp,cell48temp,mintemp43to48,maxtemp43to48,cell37temp,cell38temp,cell39temp,cell40temp,cell41temp,cell42temp,mintemp37to42,maxtemp37to42
1711064760782,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064761001,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064761011,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064761739,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064761749,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064762477,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064762487,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064763214,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064763225,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064764000,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064764010,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064764738,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064764752,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064765428,,,,,,,,,1.4705249999999999,0.509782,1.4705249999999999,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064765438,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064766166,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064766176,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064767000,,,,,,,,,1.450918,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064767011,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064767738,,,,,,,,,1.4705249999999999,0.509782,1.4705249999999999,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064767751,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064768379,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064768389,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064769117,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064769127,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064770000,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064770010,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064770737,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064770749,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064771330,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064771340,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064772068,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064772078,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064772806,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064772816,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064773544,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064773554,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064774281,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064774292,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064775019,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064775029,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064775757,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064775767,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064776495,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064776507,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064777233,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.450918,0.509782,1.431311,0.509782,1.4705249999999999
1711064777243,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064778000,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064778011,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064778738,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064778748,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064779446,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064779457,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064780184,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064780194,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064781000,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064781010,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064781737,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064781747,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064782397,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064782407,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064783135,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064783145,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064784000,,,,,,,,,1.450918,0.509782,1.450918,1.450918,0.509782,1.431311,0.509782,1.450918
1711064784010,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064784738,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064784748,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064785348,,,,,,,,,1.450918,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064785358,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064786086,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064786096,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064786824,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064787000,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064787728,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064787738,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
1711064788300,,,,,,,,,1.4705249999999999,0.509782,1.450918,1.4705249999999999,0.509782,1.431311,0.509782,1.4705249999999999
1711064788310,0.509782,0.509782,0.509782,1.4705249999999999,0.509782,4.999785,0.509782,4.999785,,,,,,,,
