time,id,message,label,value,unit
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell37temp,1.627381,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell38temp,0.548996,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell39temp,1.627381,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell40temp,1.627381,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell41temp,0.548996,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell42temp,1.607774,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,mintemp37to42,0.548996,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,maxtemp37to42,1.627381,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell37temp,1.627381,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell38temp,0.548996,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell39temp,1.627381,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell40temp,1.627381,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell41temp,0.548996,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,cell42temp,1.607774,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,mintemp37to42,0.548996,None
2024-03-21T22:27:52.000Z,0x4A,segment4_temps1,maxtemp37to42,1.627381,None
2024-03-21T22:27:52.000Z,0x4B,segment4_temps2,cell43temp,0.529389,None
2024-03-21T22:27:52.000Z,0x4B,segment4_temps2,cell44temp,0.548996,None
2024-03-21T22:27:52.000Z,0x4B,segment4_temps2,cell45temp,0.548996,None
2024-03-21T22:27:52.000Z,0x4B,segment4_temps2,cell46temp,1.627381,None
2024-03-21T22:27:52.000Z,0x4B,segment4_temps2,cell47temp,0.548996,None
2024-03-21T22:27:52.000Z,0x4B,segment4_temps2,cell48temp,4.999785,None
2024-03-21T22:27:52.000Z,0x4B,segment4_temps2,mintemp43to48,0.548996,None
2024-03-21T22:27:52.000Z,0x4B,segment4_temps2,maxtemp43to48,4.999785,None
2024-03-21T22:27:52.584Z,0x4A,segment4_temps1,cell37temp,1.627381,None
2024-03-21T22:27:52.584Z,0x4A,segment4_temps1,cell38temp,0.548996,None
2024-03-21T22:27:52.584Z,0x4A,segment4_temps1,cell39temp,1.627381,None
2024-03-21T22:27:52.584Z,0x4A,segment4_temps1,cell40temp,1.627381,None
2024-03-21T22:27:52.584Z,0x4A,segment4_temps1,cell41temp,0.548996,None
2024-03-21T22:27:52.584Z,0x4A,segment4_temps1,cell42temp,1.607774,None
2024-03-21T22:27:52.584Z,0x4A,segment4_temps1,mintemp37to42,0.548996,None
2024-03-21T22:27:52.584Z,0x4A,segment4_temps1,maxtemp37to42,1.627381,None
2024-03-21T22:27:52.594Z,0x4B,segment4_temps2,cell43temp,0.548996,None
2024-03-21T22:27:52.594Z,0x4B,segment4_temps2,cell44temp,0.548996,None
2024-03-21T22:27:52.594Z,0x4B,segment4_temps2,cell45temp,0.548996,None
2024-03-21T22:27:52.594Z,0x4B,segment4_temps2,cell46temp,1.627381,None
2024-03-21T22:27:52.594Z,0x4B,segment4_temps2,cell47temp,0.548996,None
2024-03-21T22:27:52.594Z,0x4B,segment4_temps2,cell48temp,4.999785,None
2024-03-21T22:27:52.594Z,0x4B,segment4_temps2,mintemp43to48,0.548996,None
2024-03-21T22:27:52.594Z,0x4B,segment4_temps2,maxtemp43to48,4.999785,None
2024-03-21T22:27:53.000Z,0x4A,segment4_temps1,cell37temp,1.627381,None
2024-03-21T22:27:53.000Z,0x4A,segment4_temps1,cell38temp,0.548996,None
2024-03-21T22:27:53.000Z,0x4A,segment4_temps1,cell39temp,1.627381,None
2024-03-21T22:27:53.000Z,0x4A,segment4_temps1,cell40temp,1.627381,None
2024-03-21T22:27:53.000Z,0x4A,segment4_temps1,cell41temp,0.548996,None
2024-03-21T22:27:53.000Z,0x4A,segment4_temps1,cell42temp,1.607774,None
2024-03-21T22:27:53.000Z,0x4A,segment4_temps1,mintemp37to42,0.548996,None
2024-03-21T22:27:53.000Z,0x4A,segment4_temps1,maxtemp37to42,1.627381,None
2024-03-21T22:27:53.010Z,0x4B,segment4_temps2,cell43temp,0.529389,None
2024-03-21T22:27:53.010Z,0x4B,segment4_temps2,cell44temp,0.548996,None
2024-03-21T22:27:53.010Z,0x4B,segment4_temps2,cell45temp,0.548996,None
2024-03-21T22:27:53.010Z,0x4B,segment4_temps2,cell46temp,1.627381,None
2024-03-21T22:27:53.010Z,0x4B,segment4_temps2,cell47temp,0.548996,None
2024-03-21T22:27:53.010Z,0x4B,segment4_temps2,cell48temp,4.999785,None
2024-03-21T22:27:53.010Z,0x4B,segment4_temps2,mintemp43to48,0.548996,None
2024-03-21T22:27:53.010Z,0x4B,segment4_temps2,maxtemp43to48,4.999785,None
2024-03-21T22:27:54.000Z,0x4A,segment4_temps1,cell37temp,1.627381,None
2024-03-21T22:27:54.000Z,0x4A,segment4_temps1,cell38temp,0.548996,None
2024-03-21T22:27:54.000Z,0x4A,segment4_temps1,cell39temp,1.607774,None
2024-03-21T22:27:54.000Z,0x4A,segment4_temps1,cell40temp,1.627381,None
2024-03-21T22:27:54.000Z,0x4A,segment4_temps1,cell41temp,0.548996,None
2024-03-21T22:27:54.000Z,0x4A,segment4_temps1,cell42temp,1.607774,None
2024-03-21T22:27:54.000Z,0x4A,segment4_temps1,mintemp37to42,0.548996,None
2024-03-21T22:27:54.000Z,0x4A,segment4_temps1,maxtemp37to42,1.627381,None
2024-03-21T22:27:54.010Z,0x4B,segment4_temps2,cell43temp,0.548996,None
2024-03-21T22:27:54.010Z,0x4B,segment4_temps2,cell44temp,0.548996,None
2024-03-21T22:27:54.010Z,0x4B,segment4_temps2,cell45temp,0.548996,None
