time,id,message,label,value,unit
2024-03-22T01:00:57.983Z,0x4B,segment4_temps2,cell43temp,0.509782,None
2024-03-22T01:00:57.983Z,0x4B,segment4_temps2,cell44temp,0.509782,None
2024-03-22T01:00:57.983Z,0x4B,segment4_temps2,cell45temp,0.509782,None
2024-03-22T01:00:57.983Z,0x4B,segment4_temps2,cell46temp,1.450918,None
2024-03-22T01:00:57.983Z,0x4B,segment4_temps2,cell47temp,0.509782,None
2024-03-22T01:00:57.983Z,0x4B,segment4_temps2,cell48temp,4.999785,None
2024-03-22T01:00:57.983Z,0x4B,segment4_temps2,mintemp43to48,0.509782,None
2024-03-22T01:00:57.983Z,0x4B,segment4_temps2,maxtemp43to48,4.999785,None
2024-03-22T01:00:57.565Z,0x4A,segment4_temps1,cell37temp,1.431311,None
2024-03-22T01:00:57.565Z,0x4A,segment4_temps1,cell38temp,0.529389,None
2024-03-22T01:00:57.565Z,0x4A,segment4_temps1,cell39temp,1.431311,None
2024-03-22T01:00:57.565Z,0x4A,segment4_temps1,cell40temp,1.431311,None
2024-03-22T01:00:57.565Z,0x4A,segment4_temps1,cell41temp,0.509782,None
2024-03-22T01:00:57.565Z,0x4A,segment4_temps1,cell42temp,1.4117039999999998,None
2024-03-22T01:00:57.565Z,0x4A,segment4_temps1,mintemp37to42,0.509782,None
2024-03-22T01:00:57.565Z,0x4A,segment4_temps1,maxtemp37to42,1.431311,None
2024-03-22T01:00:57.575Z,0x4B,segment4_temps2,cell43temp,0.509782,None
2024-03-22T01:00:57.575Z,0x4B,segment4_temps2,cell44temp,0.509782,None
2024-03-22T01:00:57.575Z,0x4B,segment4_temps2,cell45temp,0.509782,None
2024-03-22T01:00:57.575Z,0x4B,segment4_temps2,cell46temp,1.431311,None
2024-03-22T01:00:57.575Z,0x4B,segment4_temps2,cell47temp,0.509782,None
2024-03-22T01:00:57.575Z,0x4B,segment4_temps2,cell48temp,4.999785,None
2024-03-22T01:00:57.575Z,0x4B,segment4_temps2,mintemp43to48,0.509782,None
2024-03-22T01:00:57.575Z,0x4B,segment4_temps2,maxtemp43to48,4.999785,None
2024-03-22T01:00:58.002Z,0x4A,segment4_temps1,cell37temp,1.431311,None
2024-03-22T01:00:58.002Z,0x4A,segment4_temps1,cell38temp,0.509782,None
2024-03-22T01:00:58.002Z,0x4A,segment4_temps1,cell39temp,1.431311,None
2024-03-22T01:00:58.002Z,0x4A,segment4_temps1,cell40temp,1.431311,None
2024-03-22T01:00:58.002Z,0x4A,segment4_temps1,cell41temp,0.509782,None
2024-03-22T01:00:58.002Z,0x4A,segment4_temps1,cell42temp,1.4117039999999998,None
2024-03-22T01:00:58.002Z,0x4A,segment4_temps1,mintemp37to42,0.509782,None
2024-03-22T01:00:58.002Z,0x4A,segment4_temps1,maxtemp37to42,1.431311,None
2024-03-22T01:00:58.013Z,0x4B,segment4_temps2,cell43temp,0.509782,None
2024-03-22T01:00:58.013Z,0x4B,segment4_temps2,cell44temp,0.509782,None
2024-03-22T01:00:58.013Z,0x4B,segment4_temps2,cell45temp,0.509782,None
2024-03-22T01:00:58.013Z,0x4B,segment4_temps2,cell46temp,1.431311,None
2024-03-22T01:00:58.013Z,0x4B,segment4_temps2,cell47temp,0.509782,None
2024-03-22T01:00:58.013Z,0x4B,segment4_temps2,cell48temp,4.999785,None
2024-03-22T01:00:58.013Z,0x4B,segment4_temps2,mintemp43to48,0.509782,None
2024-03-22T01:00:58.013Z,0x4B,segment4_temps2,maxtemp43to48,4.999785,None
2024-03-22T01:00:59.000Z,0x4A,segment4_temps1,cell37temp,1.431311,None
2024-03-22T01:00:59.000Z,0x4A,segment4_temps1,cell38temp,0.509782,None
2024-03-22T01:00:59.000Z,0x4A,segment4_temps1,cell39temp,1.431311,None
2024-03-22T01:00:59.000Z,0x4A,segment4_temps1,cell40temp,1.431311,None
2024-03-22T01:00:59.000Z,0x4A,segment4_temps1,cell41temp,0.509782,None
2024-03-22T01:00:59.000Z,0x4A,segment4_temps1,cell42temp,1.4117039999999998,None
2024-03-22T01:00:59.000Z,0x4A,segment4_temps1,mintemp37to42,0.509782,None
2024-03-22T01:00:59.000Z,0x4A,segment4_temps1,maxtemp37to42,1.431311,None
2024-03-22T01:00:59.018Z,0x4B,segment4_temps2,cell43temp,0.509782,None
2024-03-22T01:00:59.018Z,0x4B,segment4_temps2,cell44temp,0.509782,None
2024-03-22T01:00:59.018Z,0x4B,segment4_temps2,cell45temp,0.509782,None
2024-03-22T01:00:59.018Z,0x4B,segment4_temps2,cell46temp,1.431311,None
2024-03-22T01:00:59.018Z,0x4B,segment4_temps2,cell47temp,0.509782,None
2024-03-22T01:00:59.018Z,0x4B,segment4_temps2,cell48temp,4.999785,None
2024-03-22T01:00:59.018Z,0x4B,segment4_temps2,mintemp43to48,0.509782,None
2024-03-22T01:00:59.018Z,0x4B,segment4_temps2,maxtemp43to48,4.999785,None
2024-03-22T01:01:00.000Z,0x4A,segment4_temps1,cell37temp,1.431311,None
2024-03-22T01:01:00.000Z,0x4A,segment4_temps1,cell38temp,0.509782,None
2024-03-22T01:01:00.000Z,0x4A,segment4_temps1,cell39temp,1.431311,None
2024-03-22T01:01:00.000Z,0x4A,segment4_temps1,cell40temp,1.431311,None
2024-03-22T01:01:00.000Z,0x4A,segment4_temps1,cell41temp,0.509782,None
2024-03-22T01:01:00.000Z,0x4A,segment4_temps1,cell42temp,1.4117039999999998,None
2024-03-22T01:01:00.000Z,0x4A,segment4_temps1,mintemp37to42,0.509782,None
2024-03-22T01:01:00.000Z,0x4A,segment4_temps1,maxtemp37to42,1.431311,None
2024-03-22T01:01:00.010Z,0x4B,segment4_temps2,cell43temp,0.509782,None
2024-03-22T01:01:00.010Z,0x4B,segment4_temps2,cell44temp,0.509782,None
2024-03-22T01:01:00.010Z,0x4B,segment4_temps2,cell45temp,0.509782,None
2024-03-22T01:01:00.010Z,0x4B,segment4_temps2,cell46temp,1.431311,None
2024-03-22T01:01:00.010Z,0x4B,segment4_temps2,cell47temp,0.509782,None
2024-03-22T01:01:00.010Z,0x4B,segment4_temps2,cell48temp,4.999785,None
2024-03-22T01:01:00.010Z,0x4B,segment4_temps2,mintemp43to48,0.509782,None
2024-03-22T01:01:00.010Z,0x4B,segment4_temps2,maxtemp43to48,4.999785,None
2024-03-22T01:01:00.738Z,0x4A,segment4_temps1,cell37temp,1.431311,None
2024-03-22T01:01:00.738Z,0x4A,segment4_temps1,cell38temp,0.509782,None
2024-03-22T01:01:00.738Z,0x4A,segment4_temps1,cell39temp,1.431311,None
2024-03-22T01:01:00.738Z,0x4A,segment4_temps1,cell40temp,1.431311,None
2024-03-22T01:01:00.738Z,0x4A,segment4_temps1,cell41temp,0.509782,None
2024-03-22T01:01:00.738Z,0x4A,segment4_temps1,cell42temp,1.4117039999999998,None
2024-03-22T01:01:00.738Z,0x4A,segment4_temps1,mintemp37to42,0.509782,None
2024-03-22T01:01:00.738Z,0x4A,segment4_temps1,maxtemp37to42,1.431311,None
2024-03-22T01:01:00.748Z,0x4B,segment4_temps2,cell43temp,0.509782,None
2024-03-22T01:01:00.748Z,0x4B,segment4_temps2,cell44temp,0.509782,None
2024-03-22T01:01:00.748Z,0x4B,segment4_temps2,cell45temp,0.509782,None
2024-03-22T01:01:00.748Z,0x4B,segment4_temps2,cell46temp,1.431311,None
